k,H_level,h_level,ell,solver,mode,coarse_nodes,coarse_elements,fine_nodes,fine_elements,H_max,H_min,h_max,h_min,kH,kh,h_over_H,p1_energy_abs,lod_energy_abs,p1_l2_abs,lod_l2_abs,fine_energy_abs,fine_l2_abs,p1_energy_rate,lod_energy_rate,p1_l2_rate,lod_l2_rate,p1_residual,petrov_residual,corrector_residual,constraint_residual,nesting_coordinate_residual,corrector_threads,symbolic_analyses,symbolic_reuses,factorization_reuses,schur_residual,schur_rcond,mesh_ms,operators_ms,correctors_ms,basis_ms,build_ms,load_ms,lod_solve_ms,p1_solve_ms,fine_solve_ms,error_ms,export_ms,total_ms,coarse_nodes_file,coarse_elements_file,fine_nodes_file,fine_elements_file,fields_file
32,9,19,4,schur,two-sided,545,1024,525313,1048576,0.0625,0.0625,0.001953125,0.001953125,2,0.0625,0.03125,20.021827069921681,0.70207081767417057,0.43527782739682308,0.0072966247945997383,nan,nan,nan,nan,nan,nan,3.1007636363183491e-15,3.0392031586361986e-13,2.3885317648126081e-13,1.79714690772338e-15,0,64,1012,12,0,6.2219478298964901e-16,0.00031193465815177292,4574.737779,1409.6234669999999,143528.38413799999,21471.265051999999,171042.13020099999,292.653256,177.695008,8.4867869999999996,0,921.56400900000006,2.1923349999999999,172522.82035699999,H_L09_coarse_nodes.csv,H_L09_coarse_elements.csv,fine_L19_nodes.csv,fine_L19_elements.csv,
