k,H_level,h_level,ell,solver,mode,coarse_nodes,coarse_elements,fine_nodes,fine_elements,H_max,H_min,h_max,h_min,kH,kh,h_over_H,p1_energy_abs,lod_energy_abs,p1_l2_abs,lod_l2_abs,fine_energy_abs,fine_l2_abs,p1_energy_rate,lod_energy_rate,p1_l2_rate,lod_l2_rate,p1_residual,petrov_residual,corrector_residual,constraint_residual,nesting_coordinate_residual,corrector_threads,symbolic_analyses,symbolic_reuses,factorization_reuses,schur_residual,schur_rcond,mesh_ms,operators_ms,correctors_ms,basis_ms,build_ms,load_ms,lod_solve_ms,p1_solve_ms,fine_solve_ms,error_ms,export_ms,total_ms,coarse_nodes_file,coarse_elements_file,fine_nodes_file,fine_elements_file,fields_file
16,10,18,4,saddle,two-sided,1089,2048,263169,524288,0.044194173824159223,0.044194173824159223,0.0027621358640099515,0.0027621358640099515,0.70710678118654757,0.044194173824159223,0.0625,1.3221851409405558,0.11653495801179663,0.03694751017523723,0.00065412909024416201,nan,nan,nan,nan,nan,nan,7.2666780979091119e-15,2.2652192040238203e-13,4.9191388400476337e-15,1.1359238183652181e-15,0,32,2037,11,0,0,1,1859.58773,572.33532600000001,72830.062122000003,11624.472225,86891.374444000001,132.155441,95.004825999999994,7.7339029999999998,0,444.704835,4.3161180000000003,87595.055326999995,H_L10_coarse_nodes.csv,H_L10_coarse_elements.csv,fine_L18_nodes.csv,fine_L18_elements.csv,
