schema_version,case,method,kappa,run_id,reference_epoch,iteration,action,stop_reason,N_H,N_ref,N_amb,ell,kappa_H_max,mu_H,rho_amb,eta_H,Theta_loc,U_prac,reference_energy_error,reference_L2_error,marked_H,rebuilt_correctors,ambient_refined_elements,time_mesh,time_corrector,time_certificate,time_solve,time_estimator,time_total_cumulative,peak_memory_mb
2,R2a,PALOD,16,R2a_PALOD_k16_r0_5924158430608d04,0,0,InitializeReferenceEpoch,initialized fixed reference epoch and ambient shadow,81,1089,1089,2,2.8284271247461903,,0.25,0,0,0,,,0,0,0,0,0,0,0,0,0.05121759,289.1015625
2,R2a,PALOD,16,R2a_PALOD_k16_r0_5924158430608d04,0,1,AcceptCoarse,coarse resolution recorded for posterior convergence diagnostics; ambient-ratio gate accepted,81,1089,1089,2,2.8284271247461903,,0.25,0,0,0,,,0,0,0,0.0047974030000000004,0,0,0,0,0.056036223000000003,289.1015625
2,R2a,PALOD,16,R2a_PALOD_k16_r0_5924158430608d04,0,2,AcceptLocalization,reference localization certificate accepted,81,1089,1089,2,2.8284271247461903,,0.25,0,0.078629935379318575,0,,,0,128,0,0,0.036150242999999999,1.0030795299999999,0,0,1.095291206,289.1015625
2,R2a,PALOD,16,R2a_PALOD_k16_r0_5924158430608d04,0,3,FormCoarseMarking,formed reference-residual coarse marking,81,1089,1089,2,2.8284271247461903,,0.25,0.10996785303694985,0.078629935379318575,0.054547927605190463,0.19008707042677203,0.12503591966616387,27,0,0,0,0,0,0.00065359800000000003,0.143385915,1.239359069,289.1015625
2,R2a,PALOD,16,R2a_PALOD_k16_r0_5924158430608d04,0,4,RefineCoarse,coarse mesh refined while preserving the reference epoch,97,1089,1345,2,2.8284271247461903,,0.25,0.10996785303694985,0.078629935379318575,0.054547927605190463,,,27,0,512,0.117796835,0,0,0,0,1.3571898339999999,289.1015625
2,R2a,PALOD,16,R2a_PALOD_k16_r0_5924158430608d04,0,5,AcceptLocalization,reference localization certificate accepted,97,1089,1345,2,2.8284271247461903,,0.25,0.10996785303694985,0.09752248896088378,0.054547927605190463,,,0,160,0,0,0.039808910000000003,1.503796377,0,0,2.9008266909999998,289.1015625
2,R2a,PALOD,16,R2a_PALOD_k16_r0_5924158430608d04,0,6,FormCoarseMarking,formed reference-residual coarse marking,97,1089,1345,2,2.8284271247461903,,0.25,0.071322158850055967,0.09752248896088378,0.035458579165232235,0.095773869950892987,0.045932471429743466,26,0,0,0,0,0,0.00021152899999999999,0.14167443099999999,3.0427445709999996,289.1015625
2,R2a,PALOD,16,R2a_PALOD_k16_r0_5924158430608d04,0,7,RefineCoarse,coarse mesh refined while preserving the reference epoch,116,1089,1649,2,2.8284271247461903,,0.25,0.071322158850055967,0.09752248896088378,0.035458579165232235,,,26,0,608,0.154190787,0,0,0,0,3.196979598,289.1015625
2,R2a,PALOD,16,R2a_PALOD_k16_r0_5924158430608d04,0,8,AcceptLocalization,reference localization certificate accepted,116,1089,1649,2,2.8284271247461903,,0.25,0.071322158850055967,0.11399019932899207,0.035458579165232235,,,0,198,0,0,0.038903242999999997,2.338142988,0,0,5.5740627189999996,289.1015625
2,R2a,PALOD,16,R2a_PALOD_k16_r0_5924158430608d04,0,9,FormCoarseMarking,formed reference-residual coarse marking,116,1089,1649,2,2.8284271247461903,,0.25,0.038202553526768157,0.11399019932899207,0.019030290866111917,0.048953494072121462,0.016557167300551255,23,0,0,0,0,0,0.00023335900000000001,0.141884591,5.7162197990000001,289.1015625
2,R2a,PALOD,16,R2a_PALOD_k16_r0_5924158430608d04,0,10,RefineCoarse,coarse mesh refined while preserving the reference epoch,133,1089,1921,2,2.8284271247461903,,0.25,0.038202553526768157,0.11399019932899207,0.019030290866111917,,,23,0,544,0.18264351700000001,0,0,0,0,5.8989096060000001,289.1015625
2,R2a,PALOD,16,R2a_PALOD_k16_r0_5924158430608d04,0,11,AcceptLocalization,reference localization certificate accepted,133,1089,1921,2,2.8284271247461903,,0.25,0.038202553526768157,0.12965059635041179,0.019030290866111917,,,0,232,0,0,0.038410094999999998,3.0808391300000002,0,0,9.0182084199999988,289.1015625
2,R2a,PALOD,16,R2a_PALOD_k16_r0_5924158430608d04,0,12,Complete,practical reference tolerance reached,133,1089,1921,2,2.8284271247461903,,0.25,0.015578284650579427,0.12965059635041179,0.0077747300109557984,0.018906576201693778,0.0039669450926835895,0,0,0,0,0,0,0.00026194899999999998,0.13108081899999999,9.149594488,289.1015625
