iteration,action,ell,Theta_loc,rebuilt_correctors,time_corrector,time_certificate
2,AcceptLocalization,2,0.078629935379318575,128,0.036150242999999999,1.0030795299999999
5,AcceptLocalization,2,0.09752248896088378,160,0.039808910000000003,1.503796377
8,AcceptLocalization,2,0.11399019932899207,198,0.038903242999999997,2.338142988
11,AcceptLocalization,2,0.12965059635041179,232,0.038410094999999998,3.0808391300000002
