schema_version,case,method,kappa,run_id,reference_epoch,iteration,action,stop_reason,N_H,DoF_H,N_ref,N_amb,ell,kappa_H_max,mu_H,rho_amb,eta_H,Theta_loc,U_prac,reference_energy_error,reference_L2_error,exact_energy_error,exact_L2_error,relative_exact_energy_error,relative_exact_L2_error,reference_error_ratio,reference_log_improvement,reference_dof_log_slope,marked_H,rebuilt_correctors,ambient_refined_elements,time_mesh,time_corrector,time_certificate,time_solve,time_estimator,time_total_cumulative,peak_memory_mb
4,S,UFEM,16,S_UFEM_k16_r0_70c3b978be26c55c,0,0,InitializeReferenceEpoch,initialized fixed evaluation-reference epoch for uniform FEM,113,104,197633,,,4,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,5.5199999999999997e-06,1452.02734375
4,S,UFEM,16,S_UFEM_k16_r0_70c3b978be26c55c,0,1,SolveUniformFem,solved conforming P1 FEM on the current uniform mesh,113,104,197633,,,4,,,,,,1.0882635026118801,1.102218828262818,4.6269492452300831,0.17497524708130352,1.0879989792367863,1.1020387606265405,,,,0,0,0,0,0,0,0.0057045459999999996,0,0.0058166349999999997,1452.02734375
4,S,UFEM,16,S_UFEM_k16_r0_70c3b978be26c55c,0,2,RefineUniformFem,uniformly refined every conforming P1 element,225,208,197633,,,2.8284271247461903,,,,,,,,,,,,,,,192,0,0,2.4617992989999999,0,0,0,0,2.4676272939999997,1452.02734375
4,S,UFEM,16,S_UFEM_k16_r0_70c3b978be26c55c,0,3,SolveUniformFem,solved conforming P1 FEM on the current uniform mesh,225,208,197633,,,2.8284271247461903,,,,,,1.1000912888596661,1.1275061904076047,4.6770305196269941,0.17898383302548909,1.0997752863745593,1.1272858579130645,1.0108684948262978,-0.010809857222143173,-0.015695745193637065,0,0,0,0,0,0,0.0089879680000000007,0,2.4767265910000003,1452.02734375
4,S,UFEM,16,S_UFEM_k16_r0_70c3b978be26c55c,0,4,RefineUniformFem,uniformly refined every conforming P1 element,417,400,197633,,,2,,,,,,,,,,,,,,,384,0,0,2.3848881560000001,0,0,0,0,4.8616314960000011,1452.02734375
4,S,UFEM,16,S_UFEM_k16_r0_70c3b978be26c55c,0,5,SolveUniformFem,solved conforming P1 FEM on the current uniform mesh,417,400,197633,,,2,,,,,,0.8800411152455192,0.84670985464119819,3.745072061207479,0.13453597172995393,0.88063092197574488,0.84734188416990108,0.79997098800568922,0.22317981696468897,0.36172600710890213,0,0,0,0,0,0,0.0086596190000000003,0,4.8704068750000005,1452.02734375
4,S,UFEM,16,S_UFEM_k16_r0_70c3b978be26c55c,0,6,RefineUniformFem,uniformly refined every conforming P1 element,833,800,197633,,,1.4142135623730951,,,,,,,,,,,,,,,768,0,0,2.3547720679999999,0,0,0,0,7.2252043320000023,1452.02734375
4,S,UFEM,16,S_UFEM_k16_r0_70c3b978be26c55c,0,7,SolveUniformFem,solved conforming P1 FEM on the current uniform mesh,833,800,197633,,,1.4142135623730951,,,,,,0.59972324899306884,0.47224560755075923,2.5575872260558619,0.075232053247054329,0.6014010839056545,0.47383067092483971,0.6814718523983444,0.38350033112207754,0.55423334177342087,0,0,0,0,0,0,0.015135322999999999,0,7.2404726750000012,1452.02734375
4,S,UFEM,16,S_UFEM_k16_r0_70c3b978be26c55c,0,8,RefineUniformFem,uniformly refined every conforming P1 element,1601,1568,197633,,,1,,,,,,,,,,,,,,,1536,0,0,2.3406564009999999,0,0,0,0,9.5811685560000015,1452.02734375
4,S,UFEM,16,S_UFEM_k16_r0_70c3b978be26c55c,0,9,SolveUniformFem,solved conforming P1 FEM on the current uniform mesh,1601,1568,197633,,,1,,,,,,0.45643827987033614,0.31373610505320815,1.9510203333663376,0.050121976280534428,0.45877056753131396,0.3156809979796002,0.76108151657734269,0.27301480914710052,0.41786910469041916,0,0,0,0,0,0,0.028493918999999999,0,9.6097929149999999,1452.02734375
4,S,UFEM,16,S_UFEM_k16_r0_70c3b978be26c55c,0,10,RefineUniformFem,uniformly refined every conforming P1 element,3201,3136,197633,,,0.70710678118654757,,,,,,,,,,,,,,,3072,0,0,2.4187517949999999,0,0,0,0,12.028613550000003,1452.02734375
4,S,UFEM,16,S_UFEM_k16_r0_70c3b978be26c55c,0,11,SolveUniformFem,solved conforming P1 FEM on the current uniform mesh,3201,3136,197633,,,0.70710678118654757,,,,,,0.31340522684988753,0.14410924186054033,1.3463419823339426,0.023259836278339548,0.31658413024371101,0.14649638490092765,0.68663221441225064,0.37595648031137913,0.54263507790717591,0,0,0,0,0,0,0.056614750999999998,0,12.085401609999998,1452.02734375
4,S,UFEM,16,S_UFEM_k16_r0_70c3b978be26c55c,0,12,RefineUniformFem,uniformly refined every conforming P1 element,6273,6208,197633,,,0.5,,,,,,,,,,,,,,,6144,0,0,2.329545644,0,0,0,0,14.415065413999997,1452.02734375
4,S,UFEM,16,S_UFEM_k16_r0_70c3b978be26c55c,0,13,SolveUniformFem,solved conforming P1 FEM on the current uniform mesh,6273,6208,197633,,,0.5,,,,,,0.24170291165208616,0.090315039273894795,1.0447522826995179,0.014725981292052184,0.24566714629605887,0.092747988317239363,0.77121531788573261,0.25978767347935722,0.38613403039327049,0,0,0,0,0,0,0.116784101,0,14.532068004999999,1452.02734375
4,S,UFEM,16,S_UFEM_k16_r0_70c3b978be26c55c,0,14,RefineUniformFem,uniformly refined every conforming P1 element,12545,12416,197633,,,0.35355339059327379,,,,,,,,,,,,,,,12288,0,0,2.2763068729999998,0,0,0,0,16.808605906999993,1452.02734375
4,S,UFEM,16,S_UFEM_k16_r0_70c3b978be26c55c,0,15,SolveUniformFem,solved conforming P1 FEM on the current uniform mesh,12545,12416,197633,,,0.35355339059327379,,,,,,0.16318523023552745,0.039267914069615752,0.71773665817742516,0.0066476112243276106,0.16877141072227808,0.041868351992559463,0.67514797037455954,0.39282339676406763,0.56678954556209782,0,0,0,0,0,0,0.25247288699999998,0,17.061413302999995,1452.02734375
4,S,UFEM,16,S_UFEM_k16_r0_70c3b978be26c55c,0,16,RefineUniformFem,uniformly refined every conforming P1 element,24833,24704,197633,,,0.25,,,,,,,,,,,,,,,24576,0,0,2.2299357450000001,0,0,0,0,19.291794716999995,1452.02734375
4,S,UFEM,16,S_UFEM_k16_r0_70c3b978be26c55c,0,17,SolveUniformFem,solved conforming P1 FEM on the current uniform mesh,24833,24704,197633,,,0.25,,,,,,0.1135330068046231,0.021721959341024614,0.51592846291649075,0.0038544104893228274,0.12131744077180451,0.024276060925495002,0.69573089819930012,0.36279233393068155,0.53129044200558651,0,0,0,0,0,0,0.57028662200000002,0,19.862618777999998,1452.02734375
4,S,UFEM,16,S_UFEM_k16_r0_70c3b978be26c55c,0,18,RefineUniformFem,uniformly refined every conforming P1 element,49665,49408,197633,,,0.17677669529663689,,,,,,,,,,,,,,,49152,0,0,2.4569397519999998,0,0,0,0,22.320436947999994,1452.02734375
4,S,UFEM,16,S_UFEM_k16_r0_70c3b978be26c55c,0,19,SolveUniformFem,solved conforming P1 FEM on the current uniform mesh,49665,49408,197633,,,0.17677669529663689,,,,,,0.072795636621844392,0.0082449088196960684,0.35841205210644123,0.0017334292578433501,0.084278414603309301,0.010917579845221374,0.64118478555859171,0.44443758660281502,0.64120652809349077,0,0,0,0,0,0,1.3090753770000001,0,23.630521512999991,1452.02734375
4,S,UFEM,16,S_UFEM_k16_r0_70c3b978be26c55c,0,20,RefineUniformFem,uniformly refined every conforming P1 element,98817,98560,197633,,,0.125,,,,,,,,,,,,,,,98304,0,0,2.8837480750000002,0,0,0,0,26.516036593999985,1452.02734375
4,S,UFEM,16,S_UFEM_k16_r0_70c3b978be26c55c,0,21,SolveUniformFem,solved conforming P1 FEM on the current uniform mesh,98817,98560,197633,,,0.125,,,,,,0.04350739094023217,0.003743232245863298,0.25829345747333898,0.0010051954861684004,0.06073613588137787,0.0063309777025186082,0.59766481837699248,0.5147251865591107,0.74818057298689888,0,0,0,0,0,0,3.208896851,0,29.726912409999983,1452.02734375
4,S,UFEM,16,S_UFEM_k16_r0_70c3b978be26c55c,0,22,RefineUniformFem,uniformly refined every conforming P1 element,197633,197120,197633,,,0.088388347648318447,,,,,,,,,,,,,,,196608,0,0,4.2549707420000003,0,0,0,0,33.985407572999989,1452.02734375
4,S,UFEM,16,S_UFEM_k16_r0_70c3b978be26c55c,0,23,SolveUniformFem,solved conforming P1 FEM on the current uniform mesh,197633,197120,197633,,,0.088388347648318447,,,,,,0,0,0.17988283201010313,0.00046029285133643717,0.042298354106860836,0.0028990418466239474,,,,0,0,0,0,0,0,8.4182023939999997,0,42.416739215999996,1452.02734375
