iteration,action,ell,Theta_loc,rebuilt_correctors,time_corrector,time_certificate
1,SolveStandardLod,3,,8,0.0013942150000000001,0
3,SolveStandardLod,3,,16,0.00070712800000000001,0
5,SolveStandardLod,3,,32,0.00088776700000000003,0
7,SolveStandardLod,3,,64,0.0010631870000000002,0
