target,status,first_iteration,reference_energy_error,U_prac,N_H,ell,rebuilt_correctors_cumulative,ambient_refined_elements_cumulative,time_total_cumulative
0.10000000000000001,reached,7,1.8084186143615533e-16,,41,3,120,0,0.010477594000000002
0.050000000000000003,reached,7,1.8084186143615533e-16,,41,3,120,0,0.010477594000000002
0.02,reached,7,1.8084186143615533e-16,,41,3,120,0,0.010477594000000002
0.01,reached,7,1.8084186143615533e-16,,41,3,120,0,0.010477594000000002
