study,p,H_level,h_level,ell,fine_dofs,H,h,exact_energy,exact_l2,fine_energy,fine_l2,lod_fine_energy,lod_fine_l2,delta,rate_energy,rate_l2,petrov_residual,corrector_residual,constraint_residual,corrector_threads,solver,schur_residual,schur_rcond,direct_fallbacks
H,2,6,12,3,16641,0.176776695297,0.0220970869121,0.278145109467,0.00829076023182,0.00234096335365,5.87304978458e-06,0.278135129633,0.00829062318937,nan,nan,nan,3.72330922599e-14,4.26509340404e-14,9.90108606817e-16,8,schur,9.58702209532e-16,0.000648587661936,0
H,2,8,12,3,16641,0.0883883476483,0.0220970869121,0.0774874726343,0.00101482206467,0.00234096335365,5.87304978458e-06,0.0774520713956,0.00101472886574,nan,1.84380274491,3.03027760504,1.11730454911e-13,1.33532070051e-14,5.90011172936e-16,8,schur,5.87603453295e-16,0.000716591797555,0
