study,p,H_level,h_level,ell,fine_dofs,H,h,exact_energy,exact_l2,fine_energy,fine_l2,lod_fine_energy,lod_fine_l2,delta,rate_energy,rate_l2,petrov_residual,corrector_residual,constraint_residual,corrector_threads,solver,schur_residual,schur_rcond,direct_fallbacks
H,1,6,14,3,16641,0.176776695297,0.011048543456,0.281471085036,0.00829117235437,0.0522073256479,0.000178447568012,0.276519382667,0.00821773925957,nan,nan,nan,5.51184157527e-14,3.22314140389e-14,7.43100932977e-16,8,schur,7.03864980755e-16,0.00063896103774,0
H,1,8,14,3,16641,0.0883883476483,0.011048543456,0.0918064641838,0.00103570821978,0.0522073256479,0.000178447568012,0.0754989649909,0.000977196307192,nan,1.61631908082,3.00095848667,7.44964241689e-14,1.11345671343e-14,5.86573510365e-16,8,schur,5.94543243119e-16,0.000681118849369,0
