study,p,H_level,h_level,ell,fine_dofs,H,h,exact_energy,exact_l2,fine_energy,fine_l2,lod_fine_energy,lod_fine_l2,delta,rate_energy,rate_l2,petrov_residual,corrector_residual,constraint_residual,corrector_threads,solver,schur_residual,schur_rcond,direct_fallbacks
H,1,6,12,3,4225,0.176776695297,0.0220970869121,0.291203882149,0.00830805896897,0.104416483785,0.00071318351116,0.271574653591,0.00799792573703,nan,nan,nan,1.57501188715e-14,1.50346870038e-14,8.07936321934e-16,8,schur,8.49403028823e-16,0.000611578990488,0
H,1,8,12,3,4225,0.0883883476483,0.0220970869121,0.125274885623,0.00124162946091,0.104416483785,0.00071318351116,0.0691506366802,0.00086335365712,nan,1.2169323682,2.74227676142,2.29993710977e-14,4.47807009568e-15,5.09361039058e-16,8,schur,8.59370281491e-16,0.000592164304757,0
