study,p,H_level,h_level,ell,fine_dofs,H,h,exact_energy,exact_l2,fine_energy,fine_l2,lod_fine_energy,lod_fine_l2,delta,rate_energy,rate_l2,petrov_residual,corrector_residual,constraint_residual,corrector_threads,solver,schur_residual,schur_rcond,direct_fallbacks
H,3,6,14,3,148225,0.176776695297,0.011048543456,0.278176904651,0.00829193374089,4.30728662086e-06,3.48637618242e-09,0.278176904618,0.00829193374066,nan,nan,nan,9.08558607054e-14,2.04424739501e-13,8.13738208298e-16,8,schur,9.0655336307e-16,0.000649071336826,0
H,3,8,14,3,148225,0.0883883476483,0.011048543456,0.0776021160411,0.00101601684491,4.30728662086e-06,3.48637618242e-09,0.0776021159215,0.0010160168445,nan,1.84183474937,3.02878426696,1.48491676949e-13,7.03720429563e-14,5.51315051474e-16,8,schur,5.68278443108e-16,0.000723359572128,0
