node_id,x,y,p1_real,p1_imag,lod_coefficient_real,lod_coefficient_imag
0,0,0,-0.0025659524396525997,-0.003878983412341633,-0.0035412365862024235,-0.0043142726408547851
1,1,0,0.019395223155454288,0.039562481693841522,-0.0037472295816823155,-0.0041207446284193304
2,1,1,0.019395223155453587,0.039562481693841127,-0.0037472295816929541,-0.0041207446284176209
3,0,1,-0.0025659524396527572,-0.0038789834123416755,-0.0035412365862042832,-0.0043142726408565823
4,0.5,0.5,-0.68843503164847797,-0.6683070616904514,-0.72791267752015387,-0.84275188170327708
5,0.5,0,0.0037023798938236501,-0.026374173035526114,0.013030295405839736,0.015073539073611864
6,0,0.5,-0.014881317227183097,-0.017916157292598923,-0.010244147111304922,-0.037040960592702545
7,1,0.5,0.094464824372961151,-0.085993197536826924,-0.035119359240133076,-0.015540504050892001
8,0.5,1,0.003702379893823605,-0.026374173035526794,0.013030295405848283,0.015073539073618962
9,0.25,0.25,-0.10926077606806275,0.29946260599484648,-0.11879990421210672,0.32797849754313468
10,0.75,0.25,0.25842461265888994,-0.15753875285880681,0.34176014638106456,-0.069843362683431609
11,0.75,0.75,0.25842461265889072,-0.15753875285880578,0.34176014638107965,-0.069843362683430471
12,0.25,0.75,-0.10926077606806252,0.29946260599484714,-0.1187999042121072,0.32797849754313918
13,0.25,0,-0.0053275771247337355,0.0066526227173004764,0.012845954445881649,-0.0072395364950201199
14,0,0.25,-0.010024512109791687,-0.010396266211868911,-0.0064965055477330062,-0.021705249224122682
15,0.75,0,0.044898870627062153,-0.0067125517371031725,-0.0090200345586480147,0.011662005849344299
16,1,0.25,0.077960578424338581,-0.036960187871360926,-0.0205011474639035,-0.0095895070318660815
17,1,0.75,0.077960578424337887,-0.03696018787136076,-0.020501147463906414,-0.0095895070318531318
18,0.75,1,0.044898870627062368,-0.0067125517371022861,-0.0090200345586460059,0.011662005849357988
19,0,0.75,-0.010024512109791684,-0.01039626621186881,-0.0064965055477356516,-0.021705249224120975
20,0.25,1,-0.0053275771247342915,0.006652622717300786,0.012845954445880414,-0.0072395364950170746
21,0.5,0.25,-0.39608123678089813,-0.39681891447587053,-0.40612201752655669,-0.47019840704113691
22,0.25,0.5,-0.18458308307158583,0.52169126279017053,-0.2162951879651758,0.58663058977598037
23,0.75,0.5,0.41952903120927565,-0.23802884373066249,0.61182274872600351,-0.12868243282036776
24,0.5,0.75,-0.39608123678089818,-0.39681891447587092,-0.40612201752654625,-0.47019840704115895
25,0.125,0.125,0.021656160882245517,0.031689513206571179,0.028621370661451928,0.023708895463200555
26,0.875,0.125,0.065331077837443741,-0.011293819493147316,0.019305383950999004,0.031758142497778509
27,0.875,0.875,0.065331077837443324,-0.011293819493146355,0.019305383951002841,0.031758142497791582
28,0.125,0.875,0.021656160882245666,0.031689513206571436,0.028621370661449781,0.023708895463202657
29,0.375,0.375,-0.73211417212771579,0.16459543277527566,-0.84627393727198241,0.14793467506258232
30,0.625,0.375,0.11548868170684397,-0.72572435604369423,0.26944527372552673,-0.81575316339474047
31,0.625,0.625,0.11548868170684466,-0.72572435604369434,0.26944527372553917,-0.81575316339476656
32,0.375,0.625,-0.73211417212771634,0.16459543277527547,-0.84627393727198152,0.14793467506257679
33,0.375,0.125,-0.17645749092150395,0.03194673829053192,-0.17180476593350785,0.033537167925412573
34,0.625,0.125,0.041843232442256607,-0.19511778305018868,0.058175727517189066,-0.1651036154118983
35,0.125,0.375,0.097120518843706469,0.13297821171166635,0.12517158086770908,0.13342348071443202
36,0.125,0.625,0.097120518843706788,0.13297821171166638,0.12517158086770946,0.13342348071443483
37,0.875,0.375,0.12375226031567435,-0.013535809915197192,0.11379848068000722,0.14321289206298179
38,0.875,0.625,0.12375226031567425,-0.013535809915196553,0.11379848068001812,0.1432128920629907
39,0.625,0.875,0.041843232442257516,-0.19511778305018876,0.058175727517205927,-0.16510361541189775
40,0.375,0.875,-0.17645749092150476,0.031946738290532191,-0.17180476593350047,0.033537167925412698
41,0.125,0,0.0043633055197841546,0.0053712455966658922,-0.0011476076537711305,-0.003531725358821956
42,0,0.125,-0.0025755089343394307,0.0019625018751915739,-0.0023370100174238502,-0.0034993498902998479
43,0.875,0,0.034681919740075111,0.015445271458247135,-0.0033182104073153002,-0.0016427027804641005
44,1,0.125,0.055151812404251557,0.009372099430796605,-0.003105760605090989,-0.0028165384895751191
45,1,0.875,0.05515181240425087,0.0093720994307966588,-0.0031057606050979652,-0.0028165384895664004
46,0.875,1,0.034681919740074514,0.01544527145824762,-0.0033182104073208852,-0.0016427027804547687
47,0,0.875,-0.0025755089343394962,0.0019625018751916645,-0.0023370100174267992,-0.0034993498902996341
48,0.125,1,0.0043633055197839993,0.0053712455966660145,-0.0011476076537735799,-0.0035317253588215505
49,0.5,0.375,-0.54403470706547319,-0.52844673416986543,-0.6112045951994487,-0.70763254406867082
50,0.375,0.5,-0.74316905069921391,0.13818289285166543,-0.92334849508097905,0.15043907782049401
51,0.625,0.5,0.079793667783479905,-0.73642022438330945,0.28313103807749812,-0.89164236700014066
52,0.5,0.625,-0.54403470706547297,-0.52844673416986587,-0.61120459519944759,-0.70763254406869425
53,0.375,0,-0.039804550530560902,-0.006650177802730823,0.015084097680429927,-0.0014597350499626759
54,0.625,0,0.044623185430359515,-0.045078042026812551,-0.0036226551515735833,0.014711749364379903
55,0.5,0.125,-0.14042953526040436,-0.15556057140011245,-0.12648517115067828,-0.14644710929406746
56,0,0.375,-0.0045463100863977575,0.021973674216370663,-0.0093625759519929304,-0.015331448670533609
57,0,0.625,-0.004546310086397662,0.021973674216370715,-0.0093625759519942019,-0.015331448670532459
58,0.125,0.5,0.075438714735530613,0.15951217852300037,0.12691449231625349,0.15292837099698367
59,1,0.375,0.11393440749419115,-0.042306127389642852,-0.013772267830290494,-0.011504506788392129
60,1,0.625,0.11393440749419077,-0.042306127389642671,-0.01377226783029066,-0.011504506788382928
