element_id,n0,n1,n2,cx,cy,area,diameter
0,67,33,21,0.41666666666666669,0.20833333333333334,0.0078125,0.17677669529663689
1,76,39,24,0.58333333333333337,0.79166666666666663,0.0078125,0.17677669529663689
2,79,36,22,0.20833333333333334,0.58333333333333337,0.0078125,0.17677669529663689
3,72,37,23,0.79166666666666663,0.41666666666666669,0.0078125,0.17677669529663689
4,69,34,15,0.70833333333333337,0.083333333333333329,0.0078125,0.17677669529663689
5,78,40,20,0.29166666666666669,0.91666666666666663,0.0078125,0.17677669529663689
6,66,35,14,0.083333333333333329,0.29166666666666669,0.0078125,0.17677669529663689
7,73,38,17,0.91666666666666663,0.70833333333333337,0.0078125,0.17677669529663689
8,65,25,13,0.20833333333333334,0.083333333333333329,0.0078125,0.17677669529663689
9,74,27,18,0.79166666666666663,0.91666666666666663,0.0078125,0.17677669529663689
10,77,28,19,0.083333333333333329,0.79166666666666663,0.0078125,0.17677669529663689
11,70,26,16,0.91666666666666663,0.20833333333333334,0.0078125,0.17677669529663689
12,71,30,21,0.58333333333333337,0.29166666666666669,0.0078125,0.17677669529663689
13,80,32,24,0.41666666666666669,0.70833333333333337,0.0078125,0.17677669529663689
14,68,29,22,0.29166666666666669,0.41666666666666669,0.0078125,0.17677669529663689
15,75,31,23,0.70833333333333337,0.58333333333333337,0.0078125,0.17677669529663689
16,49,29,21,0.45833333333333331,0.33333333333333331,0.0078125,0.17677669529663689
17,52,31,24,0.54166666666666663,0.66666666666666663,0.0078125,0.17677669529663689
18,50,32,22,0.33333333333333331,0.54166666666666663,0.0078125,0.17677669529663689
19,51,30,23,0.66666666666666663,0.45833333333333331,0.0078125,0.17677669529663689
20,43,26,15,0.83333333333333337,0.041666666666666664,0.0078125,0.17677669529663689
21,48,28,20,0.16666666666666666,0.95833333333333337,0.0078125,0.17677669529663689
22,42,25,14,0.041666666666666664,0.16666666666666666,0.0078125,0.17677669529663689
23,45,27,17,0.95833333333333337,0.83333333333333337,0.0078125,0.17677669529663689
24,53,33,13,0.33333333333333331,0.041666666666666664,0.0078125,0.17677669529663689
25,62,39,18,0.66666666666666663,0.95833333333333337,0.0078125,0.17677669529663689
26,57,36,19,0.041666666666666664,0.66666666666666663,0.0078125,0.17677669529663689
27,59,37,16,0.95833333333333337,0.33333333333333331,0.0078125,0.17677669529663689
28,55,34,21,0.54166666666666663,0.16666666666666666,0.0078125,0.17677669529663689
29,64,40,24,0.45833333333333331,0.83333333333333337,0.0078125,0.17677669529663689
30,58,35,22,0.16666666666666666,0.45833333333333331,0.0078125,0.17677669529663689
31,61,38,23,0.83333333333333337,0.54166666666666663,0.0078125,0.17677669529663689
32,55,33,5,0.45833333333333331,0.083333333333333329,0.0078125,0.17677669529663689
33,64,39,8,0.54166666666666663,0.91666666666666663,0.0078125,0.17677669529663689
34,58,36,6,0.083333333333333329,0.54166666666666663,0.0078125,0.17677669529663689
35,61,37,7,0.91666666666666663,0.45833333333333331,0.0078125,0.17677669529663689
36,54,34,5,0.58333333333333337,0.041666666666666664,0.0078125,0.17677669529663689
37,63,40,8,0.41666666666666669,0.95833333333333337,0.0078125,0.17677669529663689
38,56,35,6,0.041666666666666664,0.41666666666666669,0.0078125,0.17677669529663689
39,60,38,7,0.95833333333333337,0.58333333333333337,0.0078125,0.17677669529663689
40,41,25,0,0.083333333333333329,0.041666666666666664,0.0078125,0.17677669529663689
41,46,27,2,0.91666666666666663,0.95833333333333337,0.0078125,0.17677669529663689
42,47,28,3,0.041666666666666664,0.91666666666666663,0.0078125,0.17677669529663689
43,44,26,1,0.95833333333333337,0.083333333333333329,0.0078125,0.17677669529663689
44,49,30,4,0.54166666666666663,0.41666666666666669,0.0078125,0.17677669529663689
45,52,32,4,0.45833333333333331,0.58333333333333337,0.0078125,0.17677669529663689
46,50,29,4,0.41666666666666669,0.45833333333333331,0.0078125,0.17677669529663689
47,51,31,4,0.58333333333333337,0.54166666666666663,0.0078125,0.17677669529663689
48,67,29,9,0.33333333333333331,0.29166666666666669,0.0078125,0.17677669529663689
49,76,31,11,0.66666666666666663,0.70833333333333337,0.0078125,0.17677669529663689
50,79,32,12,0.29166666666666669,0.66666666666666663,0.0078125,0.17677669529663689
51,72,30,10,0.70833333333333337,0.33333333333333331,0.0078125,0.17677669529663689
52,69,26,10,0.79166666666666663,0.16666666666666666,0.0078125,0.17677669529663689
53,78,28,12,0.20833333333333334,0.83333333333333337,0.0078125,0.17677669529663689
54,66,25,9,0.16666666666666666,0.20833333333333334,0.0078125,0.17677669529663689
55,73,27,11,0.83333333333333337,0.79166666666666663,0.0078125,0.17677669529663689
56,65,33,9,0.29166666666666669,0.16666666666666666,0.0078125,0.17677669529663689
57,74,39,11,0.70833333333333337,0.83333333333333337,0.0078125,0.17677669529663689
58,77,36,12,0.16666666666666666,0.70833333333333337,0.0078125,0.17677669529663689
59,70,37,10,0.83333333333333337,0.29166666666666669,0.0078125,0.17677669529663689
60,71,34,10,0.66666666666666663,0.20833333333333334,0.0078125,0.17677669529663689
61,80,40,12,0.33333333333333331,0.79166666666666663,0.0078125,0.17677669529663689
62,68,35,9,0.20833333333333334,0.33333333333333331,0.0078125,0.17677669529663689
63,75,38,11,0.79166666666666663,0.66666666666666663,0.0078125,0.17677669529663689
64,67,9,33,0.33333333333333331,0.20833333333333334,0.0078125,0.17677669529663689
65,76,11,39,0.66666666666666663,0.79166666666666663,0.0078125,0.17677669529663689
66,79,12,36,0.20833333333333334,0.66666666666666663,0.0078125,0.17677669529663689
67,72,10,37,0.79166666666666663,0.33333333333333331,0.0078125,0.17677669529663689
68,69,10,34,0.70833333333333337,0.16666666666666666,0.0078125,0.17677669529663689
69,78,12,40,0.29166666666666669,0.83333333333333337,0.0078125,0.17677669529663689
70,66,9,35,0.16666666666666666,0.29166666666666669,0.0078125,0.17677669529663689
71,73,11,38,0.83333333333333337,0.70833333333333337,0.0078125,0.17677669529663689
72,65,9,25,0.20833333333333334,0.16666666666666666,0.0078125,0.17677669529663689
73,74,11,27,0.79166666666666663,0.83333333333333337,0.0078125,0.17677669529663689
74,77,12,28,0.16666666666666666,0.79166666666666663,0.0078125,0.17677669529663689
75,70,10,26,0.83333333333333337,0.20833333333333334,0.0078125,0.17677669529663689
76,71,10,30,0.66666666666666663,0.29166666666666669,0.0078125,0.17677669529663689
77,80,12,32,0.33333333333333331,0.70833333333333337,0.0078125,0.17677669529663689
78,68,9,29,0.29166666666666669,0.33333333333333331,0.0078125,0.17677669529663689
79,75,11,31,0.70833333333333337,0.66666666666666663,0.0078125,0.17677669529663689
80,49,4,29,0.45833333333333331,0.41666666666666669,0.0078125,0.17677669529663689
81,52,4,31,0.54166666666666663,0.58333333333333337,0.0078125,0.17677669529663689
82,50,4,32,0.41666666666666669,0.54166666666666663,0.0078125,0.17677669529663689
83,51,4,30,0.58333333333333337,0.45833333333333331,0.0078125,0.17677669529663689
84,43,1,26,0.91666666666666663,0.041666666666666664,0.0078125,0.17677669529663689
85,48,3,28,0.083333333333333329,0.95833333333333337,0.0078125,0.17677669529663689
86,42,0,25,0.041666666666666664,0.083333333333333329,0.0078125,0.17677669529663689
87,45,2,27,0.95833333333333337,0.91666666666666663,0.0078125,0.17677669529663689
88,53,5,33,0.41666666666666669,0.041666666666666664,0.0078125,0.17677669529663689
89,62,8,39,0.58333333333333337,0.95833333333333337,0.0078125,0.17677669529663689
90,57,6,36,0.041666666666666664,0.58333333333333337,0.0078125,0.17677669529663689
91,59,7,37,0.95833333333333337,0.41666666666666669,0.0078125,0.17677669529663689
92,55,5,34,0.54166666666666663,0.083333333333333329,0.0078125,0.17677669529663689
93,64,8,40,0.45833333333333331,0.91666666666666663,0.0078125,0.17677669529663689
94,58,6,35,0.083333333333333329,0.45833333333333331,0.0078125,0.17677669529663689
95,61,7,38,0.91666666666666663,0.54166666666666663,0.0078125,0.17677669529663689
96,55,21,33,0.45833333333333331,0.16666666666666666,0.0078125,0.17677669529663689
97,64,24,39,0.54166666666666663,0.83333333333333337,0.0078125,0.17677669529663689
98,58,22,36,0.16666666666666666,0.54166666666666663,0.0078125,0.17677669529663689
99,61,23,37,0.83333333333333337,0.45833333333333331,0.0078125,0.17677669529663689
100,54,15,34,0.66666666666666663,0.041666666666666664,0.0078125,0.17677669529663689
101,63,20,40,0.33333333333333331,0.95833333333333337,0.0078125,0.17677669529663689
102,56,14,35,0.041666666666666664,0.33333333333333331,0.0078125,0.17677669529663689
103,60,17,38,0.95833333333333337,0.66666666666666663,0.0078125,0.17677669529663689
104,41,13,25,0.16666666666666666,0.041666666666666664,0.0078125,0.17677669529663689
105,46,18,27,0.83333333333333337,0.95833333333333337,0.0078125,0.17677669529663689
106,47,19,28,0.041666666666666664,0.83333333333333337,0.0078125,0.17677669529663689
107,44,16,26,0.95833333333333337,0.16666666666666666,0.0078125,0.17677669529663689
108,49,21,30,0.54166666666666663,0.33333333333333331,0.0078125,0.17677669529663689
109,52,24,32,0.45833333333333331,0.66666666666666663,0.0078125,0.17677669529663689
110,50,22,29,0.33333333333333331,0.45833333333333331,0.0078125,0.17677669529663689
111,51,23,31,0.66666666666666663,0.54166666666666663,0.0078125,0.17677669529663689
112,67,21,29,0.41666666666666669,0.29166666666666669,0.0078125,0.17677669529663689
113,76,24,31,0.58333333333333337,0.70833333333333337,0.0078125,0.17677669529663689
114,79,22,32,0.29166666666666669,0.58333333333333337,0.0078125,0.17677669529663689
115,72,23,30,0.70833333333333337,0.41666666666666669,0.0078125,0.17677669529663689
116,69,15,26,0.79166666666666663,0.083333333333333329,0.0078125,0.17677669529663689
117,78,20,28,0.20833333333333334,0.91666666666666663,0.0078125,0.17677669529663689
118,66,14,25,0.083333333333333329,0.20833333333333334,0.0078125,0.17677669529663689
119,73,17,27,0.91666666666666663,0.79166666666666663,0.0078125,0.17677669529663689
120,65,13,33,0.29166666666666669,0.083333333333333329,0.0078125,0.17677669529663689
121,74,18,39,0.70833333333333337,0.91666666666666663,0.0078125,0.17677669529663689
122,77,19,36,0.083333333333333329,0.70833333333333337,0.0078125,0.17677669529663689
123,70,16,37,0.91666666666666663,0.29166666666666669,0.0078125,0.17677669529663689
124,71,21,34,0.58333333333333337,0.20833333333333334,0.0078125,0.17677669529663689
125,80,24,40,0.41666666666666669,0.79166666666666663,0.0078125,0.17677669529663689
126,68,22,35,0.20833333333333334,0.41666666666666669,0.0078125,0.17677669529663689
127,75,23,38,0.79166666666666663,0.58333333333333337,0.0078125,0.17677669529663689
