study,p,H_level,h_level,ell,fine_dofs,H,h,exact_energy,exact_l2,fine_energy,fine_l2,lod_fine_energy,lod_fine_l2,delta,rate_energy,rate_l2,petrov_residual,corrector_residual,constraint_residual
H,2,4,11,2,8321,0.353553390593,0.03125,0.841647672211,0.0552761182872,0.00486556121634,1.72434693901e-05,0.841632104265,0.0552754028909,nan,nan,nan,1.18418186325e-14,1.34997989125e-14,1.11739013185e-15
H,2,5,11,2,8321,0.25,0.03125,0.508634648562,0.0230096542627,0.00486556121634,1.72434693901e-05,0.508610330438,0.0230089480635,nan,1.45317336117,2.5288340025,1.79267926957e-14,6.25238284043e-15,8.89924472916e-16
H,2,6,11,2,8321,0.176776695297,0.03125,0.27885028482,0.00831196692579,0.00486556121634,1.72434693901e-05,0.278807366188,0.0083114623466,nan,1.7342779965,2.93795497484,1.75526159003e-14,3.74868157286e-15,6.52187555825e-16
