study,p,H_level,h_level,ell,fine_dofs,H,h,exact_energy,exact_l2,fine_energy,fine_l2,lod_fine_energy,lod_fine_l2,delta,rate_energy,rate_l2,petrov_residual,corrector_residual,constraint_residual,corrector_threads,solver,schur_residual,schur_rcond,direct_fallbacks
coupled,1,2,8,3,289,0.707106781187,0.0883883476483,1.99079076713,0.205817025842,0.417641417258,0.0112167717964,1.92395293126,0.198639296987,nan,nan,nan,1.8365454793e-15,2.62156038299e-15,3.81042770787e-16,8,schur,3.26735492831e-16,0.0818786485994,0
coupled,1,4,10,3,1089,0.353553390593,0.0441941738242,0.855064522921,0.0553425216726,0.20884224532,0.00284300662188,0.826093764546,0.0537973284464,nan,1.21923640666,1.89490204479,4.66455032916e-15,4.66578449604e-15,4.8263142782e-16,8,schur,5.21304408782e-16,0.0656326871358,0
coupled,1,6,12,3,4225,0.176776695297,0.0220970869121,0.291203882149,0.00830805896897,0.104416483785,0.00071318351116,0.271574653591,0.00799792573703,nan,1.55400370068,2.7358050203,1.69826267887e-14,1.50346870038e-14,8.07936321934e-16,8,schur,8.49403028823e-16,0.000611578990488,0
