schema_version,run_id,row_type,target,achieved,epoch,iteration,N_H,relative_energy,time_total_cumulative,status,stop_reason
5,S_PALOD-hybrid-reference-epoch_k16_r0_9c88e85e67c7bbdf,target,0.10000000000000001,true,1,10,750,0.084448108776402742,14.001033595999999,WorkLimitReached,maximum_epochs reached before reference refresh
5,S_PALOD-hybrid-reference-epoch_k16_r0_9c88e85e67c7bbdf,target,0.050000000000000003,false,NA,NA,NA,NA,NA,WorkLimitReached,maximum_epochs reached before reference refresh
5,S_PALOD-hybrid-reference-epoch_k16_r0_9c88e85e67c7bbdf,target,0.02,false,NA,NA,NA,NA,NA,WorkLimitReached,maximum_epochs reached before reference refresh
5,S_PALOD-hybrid-reference-epoch_k16_r0_9c88e85e67c7bbdf,target,0.01,false,NA,NA,NA,NA,NA,WorkLimitReached,maximum_epochs reached before reference refresh
5,S_PALOD-hybrid-reference-epoch_k16_r0_9c88e85e67c7bbdf,run,NA,NA,NA,NA,NA,NA,NA,WorkLimitReached,maximum_epochs reached before reference refresh
