iteration,action,ell,Theta_loc,rebuilt_correctors,time_corrector,time_certificate
2,AcceptLocalization,2,0.078629935379318575,128,0.067773793999999998,1.00972237
5,AcceptLocalization,2,0.09752248896088378,160,0.076274453000000006,1.513132736
8,AcceptLocalization,2,0.11399019932899207,198,0.085487079999999993,2.3561864460000002
11,AcceptLocalization,2,0.12965059635041179,232,0.079730867999999996,3.1950362870000002
14,AcceptLocalization,2,0.13058900874598506,272,0.079181971000000004,4.4101005320000004
17,AcceptLocalization,2,0.13351318962705269,423,0.082632774000000006,11.249568578
20,AcceptLocalization,2,0.16325788384041653,627,0.096983557999999997,24.874816223
