source,solver,boundary,local_solver,local_inverse,outer_tol,outer_restart,outer_max_iters,threads,H_level,h_level,ell,k,kH,coarse_dofs,fine_dofs,subdomains,min_local_dofs,max_local_dofs,build_ms,fine_lu_ms,lod_solve_ms,setup_ms,status,outer_iterations,outer_solve_ms,true_residual,petrov_residual,energy_rel,fine_rel,exact_energy,exact_l2,exact_energy_rel,exact_l2_rel,lod_petrov,lod_energy_rel,lod_exact_energy,lod_exact_l2,lod_exact_energy_rel,lod_exact_l2_rel,corrector_residual,constraint_residual,benchmark_total_ms,wall_seconds,max_rss_kb
manufactured,identity,dirichlet,direct,lu,1e-10,50,8000,8,11,15,3,32,1,2113,33025,4096,230,697,5511.36,451.773,17.5686,3222.46,converged,2869,16929.5,9.89969e-11,1.02652e-10,1.07561e-10,1.07513e-10,0.960776,0.0120733,0.0519431,0.0297117,1.12318e-13,0.0077689,0.974436,0.0122124,0.0526816,0.0300539,8.95671e-16,3.12021e-16,26268.2,24.02,3814508
manufactured,local,dirichlet,direct,lu,1e-10,50,8000,8,11,15,3,32,1,2113,33025,4096,230,697,5814.93,497.768,19.7041,3355.94,converged,385,39175.1,9.77314e-11,3.45852e-11,2.68715e-11,2.60957e-11,0.960776,0.0120733,0.0519431,0.0297117,1.12318e-13,0.0077689,0.974436,0.0122124,0.0526816,0.0300539,8.95671e-16,3.12021e-16,48996.4,44.09,3820552
manufactured,additive,dirichlet,direct,lu,1e-10,50,8000,8,11,15,3,32,1,2113,33025,4096,230,697,6608.9,470.095,14.45,3381.82,converged,29,3644.04,3.4444e-11,8.39887e-12,1.12232e-12,8.88894e-13,0.960776,0.0120733,0.0519431,0.0297117,1.12318e-13,0.0077689,0.974436,0.0122124,0.0526816,0.0300539,8.95671e-16,3.12021e-16,14274.1,14.43,3816748
manufactured,hybrid,dirichlet,direct,lu,1e-10,50,8000,8,11,15,3,32,1,2113,33025,4096,230,697,5986.73,460.533,17.2305,3434.2,converged,9,1446.93,1.65505e-11,2.47533e-13,3.56743e-13,2.56076e-13,0.960776,0.0120733,0.0519431,0.0297117,1.12318e-13,0.0077689,0.974436,0.0122124,0.0526816,0.0300539,8.95671e-16,3.12021e-16,11488,9.11,3820800
manufactured,hybrid,dirichlet,direct,lu,1e-10,50,8000,8,11,15,2,32,1,2113,33025,4096,118,329,2175.97,455.773,10.2272,1308.98,converged,9,522.803,2.50392e-11,2.77619e-13,4.6933e-13,2.83046e-13,0.960776,0.0120733,0.0519431,0.0297117,6.09415e-14,0.0104157,0.990176,0.0125168,0.0535326,0.030803,8.06139e-16,2.13147e-16,4592.01,4.65,1745448
manufactured,hybrid,dirichlet,direct,lu,1e-10,50,8000,8,13,16,3,64,1,8321,66049,16384,122,349,15222.5,1545.96,57.9797,6865.92,converged,9,4645.63,2.00461e-11,1.45611e-12,1.46377e-12,1.45485e-12,3.20167,0.0297958,0.0869255,0.0733256,2.23959e-13,0.00336737,3.20852,0.0298559,0.0871113,0.0734736,7.72876e-16,2.37875e-16,28594,27.34,7268380
manufactured,additive,dirichlet,direct,lu,1e-10,50,8000,8,13,16,3,64,1,8321,66049,16384,122,349,15549.1,1548.01,55.039,6314.17,converged,34,7295.79,4.38459e-11,8.21371e-12,8.20935e-13,7.05512e-13,3.20167,0.0297958,0.0869255,0.0733256,2.23959e-13,0.00336737,3.20852,0.0298559,0.0871113,0.0734736,7.72876e-16,2.37875e-16,31020.9,28.89,7271788
manufactured,hybrid,dirichlet,direct,lu,1e-10,50,8000,8,13,16,2,64,1,8321,66049,16384,64,165,8570.89,1734.65,43.5404,3022.9,converged,8,1320.77,3.90036e-11,3.30434e-12,3.32813e-12,3.31366e-12,3.20167,0.0297958,0.0869255,0.0733256,1.51329e-13,0.00929141,3.29135,0.0307608,0.0893603,0.0757003,6.29124e-16,1.85156e-16,14956,15.12,4101240
