schema_version,case,method,kappa,run_id,reference_epoch,iteration,action,stop_reason,N_H,N_ref,N_amb,ell,kappa_H_max,mu_H,rho_amb,eta_H,Theta_loc,U_prac,reference_energy_error,reference_L2_error,marked_H,rebuilt_correctors,ambient_refined_elements,time_mesh,time_corrector,time_certificate,time_solve,time_estimator,time_total_cumulative,peak_memory_mb
2,S,PALOD,16,S_PALOD_k16_r0_00bd4f772f9925b1,0,0,InitializeReferenceEpoch,initialized fixed reference epoch and ambient shadow,225,3201,3201,2,2.8284271247461903,,0.25,0,0,0,,,0,0,0,0,0,0,0,0,0.323301958,1338.83984375
2,S,PALOD,16,S_PALOD_k16_r0_00bd4f772f9925b1,0,1,AcceptCoarse,coarse resolution recorded for posterior convergence diagnostics; ambient-ratio gate accepted,225,3201,3201,2,2.8284271247461903,,0.25,0,0,0,,,0,0,0,0.021394705,0,0,0,0,0.34476283299999999,1338.83984375
2,S,PALOD,16,S_PALOD_k16_r0_00bd4f772f9925b1,0,2,AcceptLocalization,reference localization certificate accepted,225,3201,3201,2,2.8284271247461903,,0.25,0,0.08872683734165808,0,,,0,384,0,0,0.137320629,7.685195781,0,0,8.1673479130000004,1338.83984375
2,S,PALOD,16,S_PALOD_k16_r0_00bd4f772f9925b1,0,3,FormCoarseMarking,formed reference-residual coarse marking,225,3201,3201,2,2.8284271247461903,,0.25,8.2264267221048755,0.08872683734165808,4.0855458530704789,0.57824195349253504,0.38192615246659145,44,0,0,0,0,0,0.00064579800000000005,0.43059973099999999,8.5986648120000009,1338.83984375
2,S,PALOD,16,S_PALOD_k16_r0_00bd4f772f9925b1,0,4,RefineCoarse,coarse mesh refined while preserving the reference epoch,252,3201,3633,2,2.8284271247461903,,0.25,8.2264267221048755,0.08872683734165808,4.0855458530704789,,,44,0,864,0.66975251300000005,0,0,0,0,9.2684975650000005,1338.83984375
2,S,PALOD,16,S_PALOD_k16_r0_00bd4f772f9925b1,0,5,AcceptLocalization,reference localization certificate accepted,252,3201,3633,2,2.8284271247461903,,0.25,8.2264267221048755,0.10690223086820624,4.0855458530704789,,,0,438,0,0,0.163453657,9.9456942399999999,0,0,19.377735561000001,1338.83984375
2,S,PALOD,16,S_PALOD_k16_r0_00bd4f772f9925b1,0,6,FormCoarseMarking,formed reference-residual coarse marking,252,3201,3633,2,2.8284271247461903,,0.25,7.0569025564356416,0.10690223086820624,3.5123585657926406,0.44479947725678481,0.2323519665546436,59,0,0,0,0,0,0.00064022799999999996,0.42479128900000002,19.803247477999999,1338.83984375
2,S,PALOD,16,S_PALOD_k16_r0_00bd4f772f9925b1,0,7,RefineCoarse,coarse mesh refined while preserving the reference epoch,288,3201,4209,2,2.8284271247461903,,0.25,7.0569025564356416,0.10690223086820624,3.5123585657926406,,,59,0,1152,0.81516659000000002,0,0,0,0,20.618521977,1338.83984375
2,S,PALOD,16,S_PALOD_k16_r0_00bd4f772f9925b1,0,8,AcceptLocalization,reference localization certificate accepted,288,3201,4209,2,2.8284271247461903,,0.25,7.0569025564356416,0.11650694167392968,3.5123585657926406,,,0,510,0,0,0.164803332,13.743256704,0,0,34.526672943000001,1338.83984375
2,S,PALOD,16,S_PALOD_k16_r0_00bd4f772f9925b1,0,9,FormCoarseMarking,formed reference-residual coarse marking,288,3201,4209,2,2.8284271247461903,,0.25,5.7751989305209497,0.11650694167392968,2.8777342316443466,0.3689553119787583,0.17929264253979779,84,0,0,0,0,0,0.00069027699999999999,0.42655545099999997,34.95401356,1338.83984375
2,S,PALOD,16,S_PALOD_k16_r0_00bd4f772f9925b1,0,10,StopWorkLimit,maximum coarse-refinement steps reached,288,3201,4209,2,2.8284271247461903,,0.25,5.7751989305209497,0.11650694167392968,2.8777342316443466,,,84,0,0,0,0,0,0,0,34.954092919000004,1338.83984375
