node_id,x,y,p1_real,p1_imag,lod_coefficient_real,lod_coefficient_imag
0,0,0,0.00016085744239055578,-0.0011602332317933316,-0.00042327256371920411,-0.00029454049666482389
1,1,0,0.003743431119178004,0.0095805733853331423,0.00079714437983429971,0.0017482264262297768
2,1,1,0.0037434311191777759,0.0095805733853327451,0.00079714437983397358,0.0017482264262287739
3,0,1,0.00016085744239059649,-0.0011602332317939439,-0.00042327256371836602,-0.00029454049666522352
4,0.5,0.5,-0.66409330770671759,-0.73187954616756823,-0.67394157819696754,-0.77537705870510243
5,0.5,0,0.0034703757467389029,-0.007705324408961386,0.0048456086864172984,0.0062788898008060302
6,0,0.5,-0.006293839774159822,-0.0024792576712134185,-0.0071427558643702132,-0.0060160575725918125
7,1,0.5,0.03270986539433772,-0.021262362456488937,-0.00026625226855424831,-0.0090266425533631327
8,0.5,1,0.0034703757467383109,-0.0077053244089625187,0.0048456086864159332,0.0062788898008038895
9,0.25,0.25,-0.12606972729136301,0.29102647668784898,-0.12705469515953668,0.2977152272090679
10,0.75,0.25,0.29307313727111228,-0.10846785427119258,0.31149416771088223,-0.086445168995940444
11,0.75,0.75,0.29307313727111245,-0.10846785427119181,0.31149416771088251,-0.086445168995938168
12,0.25,0.75,-0.12606972729136345,0.29102647668785092,-0.12705469515953841,0.29771522720906918
13,0.25,0,-0.0026741600664153841,0.0013774765459337816,0.0027286836526912829,-0.0041889334722092541
14,0,0.25,-0.0038620206499390716,-0.001599472265727895,-0.0041333481975444663,-0.003554081928405237
15,0.75,0,0.011960834061253129,0.0021000279268231056,-0.002756677195186766,0.00033778312349174426
16,1,0.25,0.02447075638571598,-0.0078837699518006284,0.00095867736026731458,-0.0045315006896685245
17,1,0.75,0.024470756385715407,-0.0078837699518007689,0.00095867736026601993,-0.0045315006896684109
18,0.75,1,0.011960834061253263,0.0021000279268233394,-0.0027566771951876116,0.00033778312349153511
19,0,0.75,-0.0038620206499396623,-0.0015994722657280576,-0.0041333481975442581,-0.0035540819284062219
20,0.25,1,-0.0026741600664166015,0.0013774765459335383,0.0027286836526901207,-0.0041889334722107745
21,0.5,0.25,-0.37546763685024503,-0.41775400098827675,-0.37810504291798575,-0.43506937233396653
22,0.25,0.5,-0.22083141982486162,0.51435499386665195,-0.22670061545411341,0.53113218401141937
23,0.75,0.5,0.50780406656423782,-0.18275303683141725,0.554569962437643,-0.15224956090193981
24,0.5,0.75,-0.37546763685024503,-0.41775400098827609,-0.37810504291798663,-0.43506937233396442
25,0.125,0.125,0.020330338875456672,0.030553559205671276,0.021343084072755498,0.028744114651016978
26,0.875,0.125,0.038891331264567765,0.016206757505418883,0.02778295880170081,0.02382513403926655
27,0.875,0.875,0.0388913312645673,0.016206757505419351,0.027782958801699554,0.023825134039267309
28,0.125,0.875,0.020330338875455975,0.030553559205671491,0.021343084072754901,0.028744114651015958
29,0.375,0.375,-0.75588716337337536,0.1247058488987733,-0.7840014996342024,0.12149725927564381
30,0.625,0.375,0.18969027838999436,-0.73796233319284676,0.22843866727754597,-0.75925168125581965
