element_id,n0,n1,n2,cx,cy,area,diameter
0,131,67,33,0.39583333333333331,0.1875,0.00390625,0.125
1,143,76,39,0.60416666666666663,0.8125,0.00390625,0.125
2,136,79,36,0.1875,0.60416666666666663,0.00390625,0.125
3,139,72,37,0.8125,0.39583333333333331,0.00390625,0.125
4,118,69,34,0.6875,0.10416666666666667,0.00390625,0.125
5,128,78,40,0.3125,0.89583333333333337,0.00390625,0.125
6,116,66,35,0.10416666666666667,0.3125,0.00390625,0.125
7,122,73,38,0.89583333333333337,0.6875,0.00390625,0.125
8,113,65,25,0.1875,0.10416666666666667,0.00390625,0.125
9,123,74,27,0.8125,0.89583333333333337,0.00390625,0.125
10,125,77,28,0.10416666666666667,0.8125,0.00390625,0.125
11,119,70,26,0.89583333333333337,0.1875,0.00390625,0.125
12,130,71,30,0.60416666666666663,0.3125,0.00390625,0.125
13,142,80,32,0.39583333333333331,0.6875,0.00390625,0.125
14,133,68,29,0.3125,0.39583333333333331,0.00390625,0.125
15,138,75,31,0.6875,0.60416666666666663,0.00390625,0.125
16,129,49,29,0.4375,0.35416666666666669,0.00390625,0.125
17,141,52,31,0.5625,0.64583333333333337,0.00390625,0.125
18,134,50,32,0.35416666666666669,0.5625,0.00390625,0.125
19,137,51,30,0.64583333333333337,0.4375,0.00390625,0.125
20,117,43,26,0.85416666666666663,0.0625,0.00390625,0.125
21,127,48,28,0.14583333333333334,0.9375,0.00390625,0.125
22,115,42,25,0.0625,0.14583333333333334,0.00390625,0.125
23,121,45,27,0.9375,0.85416666666666663,0.00390625,0.125
24,114,53,33,0.35416666666666669,0.0625,0.00390625,0.125
25,124,62,39,0.64583333333333337,0.9375,0.00390625,0.125
26,126,57,36,0.0625,0.64583333333333337,0.00390625,0.125
27,120,59,37,0.9375,0.35416666666666669,0.00390625,0.125
28,132,55,34,0.5625,0.14583333333333334,0.00390625,0.125
29,144,64,40,0.4375,0.85416666666666663,0.00390625,0.125
30,135,58,35,0.14583333333333334,0.4375,0.00390625,0.125
31,140,61,38,0.85416666666666663,0.5625,0.00390625,0.125
32,89,55,33,0.4375,0.10416666666666667,0.00390625,0.125
33,95,64,39,0.5625,0.89583333333333337,0.00390625,0.125
34,92,58,36,0.10416666666666667,0.5625,0.00390625,0.125
35,93,61,37,0.89583333333333337,0.4375,0.00390625,0.125
36,90,54,34,0.60416666666666663,0.0625,0.00390625,0.125
