node_id,x,y,lod_real,lod_imag,lod_abs,coarse_scale_real,coarse_scale_imag,correction_real,correction_imag,p1_real,p1_imag,exact_real,exact_imag,lod_point_error_abs,p1_point_error_abs,fine_reference_real,fine_reference_imag
0,0,0,-0.010333449457461771,-0.016291931974990532,0.019292672836277402,0.0115425171539315,-0.05074908850563549,-0.021875966611393273,0.034457156530644961,-0.066278570881322232,-0.10369352873743606,0,0,0.019292672836277402,0.12306582328206289,-1.7979086710755609e-05,-8.5216968303493545e-05
1,1,0,0.0069802771087040909,-0.015617475268781843,0.017106425760085326,-0.04897651703380046,0.0063937370178189096,0.055956794142504554,-0.022011212286600752,0.10666808956371375,0.118177108550639,-0,0,0.017106425760085326,0.15919770826416432,0.00085369958617445411,0.0020810006751522917
2,1,1,0.0069802771087035713,-0.015617475268782771,0.017106425760085961,-0.048976517033801681,0.0063937370178180387,0.055956794142505255,-0.022011212286600808,0.10666808956371319,0.11817710855063883,-0,0,0.017106425760085961,0.15919770826416382,0.0008536995861746098,0.0020810006751518268
3,0,1,-0.01033344945746224,-0.016291931974990792,0.01929267283627787,0.011542517153930754,-0.050749088505635691,-0.021875966611392995,0.034457156530644899,-0.066278570881322191,-0.10369352873743674,0,0,0.01929267283627787,0.12306582328206345,-1.7979086710416633e-05,-8.5216968304050147e-05
4,0.5,0.5,-0.64909807992912649,-0.74691834345934693,0.98955309567689875,-0.75442753192998846,-0.86757886053493183,0.10532945200086197,0.12066051707558489,-0.66115357913681849,-0.57435052439317735,-0.65364362086361194,-0.7568024953079282,0.0108792646880612,0.18260646528516561,-0.65460059410948668,-0.75309470024549063
5,0.5,0,-0.0041272639887028825,-0.0060202106637370061,0.0072991262811528609,-0.021931345522178122,-0.024683911719456001,0.017804081533475239,0.018663701055718997,-0.060412244593677701,-0.067329117928316071,-0,-0,0.0072991262811528609,0.090459103565376064,-0.00016336697079664749,0.00046940541148433331
6,0,0.5,0.083239081815016935,-0.060388805622248423,0.10283750573545036,0.11370723451363651,-0.072411993822987408,-0.030468152698619577,0.012023188200738985,0.065863260724999956,0.075561696010119236,0,0,0.10283750573545036,0.10023741326099248,-0.00028941542430524486,6.4720516063907825e-05
7,1,0.5,-0.095404917639778222,0.022947449061014168,0.098125856573385919,-0.083170591859745541,0.099346917027319848,-0.012234325780032682,-0.076399467966305673,0.14060944979323647,-0.23873524247322442,-0,0,0.098125856573385919,0.27706593686324188,0.0046541877438149564,-0.0013112301930934412
8,0.5,1,-0.0041272639887035053,-0.0060202106637369732,0.0072991262811531853,-0.021931345522178767,-0.024683911719456057,0.017804081533475263,0.018663701055719083,-0.060412244593678076,-0.067329117928318069,-0,-0,0.0072991262811531853,0.090459103565377799,-0.00016336697079767705,0.00046940541148194985
9,0.25,0.25,-0.13925078346380501,0.29072205670372436,0.32235088793010486,-0.15230558468018254,0.34803725918555944,0.013054801216377532,-0.057315202481835081,-0.062000365462294503,0.36782432577418822,-0.13167146000124427,0.28770738895656334,0.0081568600439076207,0.10617337227052069,-0.13116764572764042,0.28731793048006815
10,0.75,0.25,0.30618540381118525,-0.10284975183479132,0.32299779095141928,0.36468151734574644,-0.10496291250287984,-0.058496113534561189,0.0021131606680885179,0.13102797276123948,-0.28496213399261083,0.30380387976046735,-0.088408809977003885,0.014635998720420314,0.26169586015256335,0.30184206784525547,-0.091933460012640925
11,0.75,0.75,0.30618540381118597,-0.1028497518347896,0.32299779095141939,0.36468151734574755,-0.10496291250287819,-0.058496113534561578,0.0021131606680885873,0.13102797276123962,-0.28496213399260945,0.30380387976046735,-0.088408809977003885,0.014635998720418732,0.26169586015256224,0.30184206784525508,-0.091933460012639689
