node_id,x,y,lod_real,lod_imag,lod_abs,coarse_scale_real,coarse_scale_imag,correction_real,correction_imag,p1_real,p1_imag,exact_real,exact_imag,lod_point_error_abs,p1_point_error_abs,fine_reference_real,fine_reference_imag
0,0,0,-0.009696123140341668,-0.00070174042215935995,0.0097214836096534956,-0.004093570441989265,-0.0068572108804731456,-0.005602552698352403,0.0061554704583137859,-0.034101336456623915,-0.020498727875246162,0,0,0.0097214836096534956,0.03978817654318003,-1.7979086710755609e-05,-8.5216968303493545e-05
1,1,0,0.0095582265625053994,-0.0020011844387474971,0.0097654715287111924,-0.0044225470906188733,-0.0025654696167966284,0.013980773653124272,0.0005642851780491313,0.087157973165357075,0.075613759699585226,-0,0,0.0097654715287111924,0.11538610376557362,0.00085369958617445411,0.0020810006751522917
2,1,1,0.0095582265625049692,-0.0020011844387475262,0.0097654715287107778,-0.0044225470906195585,-0.0025654696167966228,0.013980773653124529,0.00056428517804909661,0.087157973165356423,0.075613759699585212,-0,0,0.0097654715287107778,0.11538610376557312,0.0008536995861746098,0.0020810006751518268
3,0,1,-0.0096961231403417669,-0.00070174042215913476,0.0097214836096535789,-0.0040935704419893188,-0.0068572108804726729,-0.0056025526983524481,0.0061554704583135379,-0.034101336456623908,-0.020498727875246134,0,0,0.0097214836096535789,0.039788176543180009,-1.7979086710416633e-05,-8.5216968304050147e-05
4,0.5,0.5,-0.66777919251823381,-0.768370056463755,1.0179988180889104,-0.75582937623186963,-0.86959589217295252,0.088050183713635821,0.10122583570919752,-0.70490609015207306,-0.63188579390620658,-0.65364362086361194,-0.7568024953079282,0.018265345797349206,0.1350260087784472,-0.65460059410948668,-0.75309470024549063
5,0.5,0,-0.00014275468901567452,0.0021856269610992548,0.0021902840259473031,0.020313085924115251,0.024156382789284,-0.020455840613130924,-0.021970755828184745,0.00054838848187400426,-0.010725447561904224,-0,-0,0.0021902840259473031,0.010739457869474106,-0.00016336697079664749,0.00046940541148433331
6,0,0.5,-0.0013777497023385018,-0.029724500344307441,0.029756413005619931,0.033486329745321189,-0.065171283665744928,-0.034864079447659693,0.035446783321437483,-0.042965753453476592,0.017981439200408379,0,0,0.029756413005619931,0.046576690796394274,-0.00028941542430524486,6.4720516063907825e-05
7,1,0.5,-0.015697460059938984,-0.0155495537409104,0.022095222874522907,-0.064346688080518355,0.021873063392019981,0.048649228020579374,-0.03742261713293038,0.17462642998610173,-0.12497255846261354,-0,0,0.022095222874522907,0.2147382835415759,0.0046541877438149564,-0.0013112301930934412
8,0.5,1,-0.00014275468901529201,0.0021856269610988212,0.0021902840259468452,0.02031308592411523,0.024156382789283108,-0.020455840613130521,-0.021970755828184287,0.0005483884818741438,-0.010725447561905329,-0,-0,0.0021902840259468452,0.010739457869475218,-0.00016336697079767705,0.00046940541148194985
9,0.25,0.25,-0.12288709249063286,0.29291000988911242,0.31764368621781436,-0.12770310292283887,0.33865211760066244,0.0048160104322060165,-0.045742107711550017,-0.069381292383737317,0.30278730251725555,-0.13167146000124427,0.28770738895656334,0.01020942589616494,0.06408953717117219,-0.13116764572764042,0.28731793048006815
10,0.75,0.25,0.30613468502770291,-0.082973212889788817,0.31717975886595456,0.35189797802615502,-0.081600927358131736,-0.04576329299845211,-0.0013722855316570803,0.17426963238627333,-0.22030236333600026,0.30380387976046735,-0.088408809977003885,0.0059142513379390601,0.18486489840005138,0.30184206784525547,-0.091933460012640925
11,0.75,0.75,0.30613468502770408,-0.082973212889788511,0.31717975886595562,0.35189797802615608,-0.081600927358130695,-0.045763292998451999,-0.0013722855316578159,0.17426963238627402,-0.22030236333599945,0.30380387976046735,-0.088408809977003885,0.0059142513379398,0.1848648984000503,0.30184206784525508,-0.091933460012639689
12,0.25,0.75,-0.1228870924906328,0.29291000988911198,0.31764368621781391,-0.12770310292283857,0.33865211760066172,0.0048160104322057667,-0.04574210771154974,-0.069381292383737303,0.30278730251725622,-0.13167146000124427,0.28770738895656334,0.010209425896164762,0.064089537171172356,-0.13116764572764122,0.28731793048006959
13,0.25,0,0.0042584443192209475,-0.0015369661851626793,0.0045273185302382559,0.018850302008927254,-0.012285776509782766,-0.014591857689706306,0.010748810324620087,0.018171710640861084,0.010194710859311619,-0,0,0.0045273185302382559,0.020836103213416616,0.00024910301379054876,-0.0004978575599262089
14,0,0.25,-0.0039237655489026361,-0.014578731331535481,0.01509752772210899,0.017771049584667763,-0.038234429857174214,-0.021694815133570397,0.023655698525638733,-0.044697030767263501,0.0039700248677847425,0,0,0.01509752772210899,0.04487299473915831,-0.00020443492145296198,-9.552203026122019e-05
