node_id,x,y,p1_real,p1_imag,lod_coefficient_real,lod_coefficient_imag
0,0,0,-0.034101336456623915,-0.020498727875246162,-0.004093570441989265,-0.0068572108804731456
1,1,0,0.087157973165357075,0.075613759699585226,-0.0044225470906188733,-0.0025654696167966284
2,1,1,0.087157973165356423,0.075613759699585212,-0.0044225470906195585,-0.0025654696167966228
3,0,1,-0.034101336456623908,-0.020498727875246134,-0.0040935704419893188,-0.0068572108804726729
4,0.5,0.5,-0.70490609015207306,-0.63188579390620658,-0.75582937623186963,-0.86959589217295252
5,0.5,0,0.00054838848187400426,-0.010725447561904224,0.020313085924115251,0.024156382789284
6,0,0.5,-0.042965753453476592,0.017981439200408379,0.033486329745321189,-0.065171283665744928
7,1,0.5,0.17462642998610173,-0.12497255846261354,-0.064346688080518355,0.021873063392019981
8,0.5,1,0.0005483884818741438,-0.010725447561905329,0.02031308592411523,0.024156382789283108
9,0.25,0.25,-0.069381292383737317,0.30278730251725555,-0.12770310292283887,0.33865211760066244
10,0.75,0.25,0.17426963238627333,-0.22030236333600026,0.35189797802615502,-0.081600927358131736
11,0.75,0.75,0.17426963238627402,-0.22030236333599945,0.35189797802615608,-0.081600927358130695
12,0.25,0.75,-0.069381292383737303,0.30278730251725622,-0.12770310292283857,0.33865211760066172
13,0.25,0,0.018171710640861084,0.010194710859311619,0.018850302008927254,-0.012285776509782766
14,0,0.25,-0.044697030767263501,0.0039700248677847425,0.017771049584667763,-0.038234429857174214
15,0.75,0,0.02622214166201936,-0.075575551643615735,-0.013055557620203884,0.014922467822998546
16,1,0.25,0.15653677722672538,-0.057880151654323711,-0.036095299190072115,0.011693762660211462
17,1,0.75,0.15653677722672474,-0.057880151654323517,-0.036095299190072622,0.011693762660211521
18,0.75,1,0.026222141662019891,-0.07557555164361493,-0.013055557620203084,0.014922467822999576
19,0,0.75,-0.044697030767263529,0.0039700248677846037,0.017771049584668155,-0.038234429857174242
20,0.25,1,0.01817171064086064,0.010194710859311756,0.018850302008927421,-0.012285776509782111
21,0.5,0.25,-0.40407871237083026,-0.37254576944385126,-0.41678004837306459,-0.47953647810388006
22,0.25,0.5,-0.128626534309216,0.54313295739758305,-0.23678578298342393,0.61266988097153285
23,0.75,0.5,0.30915120130420637,-0.29873473949658458,0.63620363243874534,-0.15102557387525897
24,0.5,0.75,-0.40407871237083071,-0.37254576944385198,-0.41678004837306487,-0.47953647810388084
25,0.125,0.125,-0.018878971830855226,0.06112295532642293,0.027842792914456679,0.023875048315579343
26,0.875,0.125,0.10940953359109669,-0.07721351741475635,0.022185352147208525,0.029479840176969821
27,0.875,0.875,0.10940953359109662,-0.077213517414755614,0.022185352147208584,0.029479840176970532
28,0.125,0.875,-0.018878971830855219,0.06112295532642309,0.027842792914457515,0.023875048315579368
29,0.375,0.375,-0.53383465800502172,0.087975944253392474,-0.84014632790901744,0.14721870698347111
30,0.625,0.375,-0.065904754627486892,-0.58791568393150895,0.26170781961610878,-0.81114065962497139
31,0.625,0.625,-0.065904754627486684,-0.58791568393150906,0.26170781961610856,-0.81114065962497028
32,0.375,0.625,-0.53383465800502206,0.08797594425339289,-0.84014632790901866,0.1472187069834705
33,0.375,0.125,-0.10672582859698318,0.0039791037720022524,-0.17062964683989212,0.033379862375316927
34,0.625,0.125,-0.050416335578668647,-0.1816686000881578,0.056128408177769346,-0.16557536293124175
35,0.125,0.375,0.029718908755737919,0.19822239160551899,0.1227056415066733,0.13468408733598308
36,0.125,0.625,0.02971890875573804,0.19822239160551897,0.122705641506673,0.13468408733598269
37,0.875,0.375,0.16182287414979551,-0.13269309905345153,0.11691211825056072,0.13614781495671821
38,0.875,0.625,0.16182287414979538,-0.13269309905345095,0.11691211825056047,0.13614781495671838
39,0.625,0.875,-0.050416335578668078,-0.18166860008815824,0.056128408177770053,-0.16557536293124162
40,0.375,0.875,-0.10672582859698378,0.003979103772002059,-0.17062964683989226,0.033379862375316649
