node_id,x,y,lod_real,lod_imag,lod_abs,coarse_scale_real,coarse_scale_imag,correction_real,correction_imag,p1_real,p1_imag,exact_real,exact_imag,lod_point_error_abs,p1_point_error_abs,fine_reference_real,fine_reference_imag
0,0,0,7.8729610283840483e-05,9.5880044526779667e-05,0.00012406181714735059,-0.00042327256371920411,-0.00029454049666482389,0.00050200217400304459,0.00039042054119160357,0.00016085744239055578,-0.0011602332317933316,0,0,0.00012406181714735059,0.0011713309818023382,-1.7979086710755609e-05,-8.5216968303493545e-05
1,1,0,0.0010042156520788225,0.0022255480049310277,0.0024416209775746465,0.00079714437983429971,0.0017482264262297768,0.00020707127224452279,0.00047732157870125093,0.003743431119178004,0.0095805733853331423,-0,0,0.0024416209775746465,0.010285944921871983,0.00085369958617445411,0.0020810006751522917
2,1,1,0.0010042156520785217,0.0022255480049300654,0.0024416209775736455,0.00079714437983397358,0.0017482264262287739,0.00020707127224454816,0.00047732157870129148,0.0037434311191777759,0.0095805733853327451,-0,0,0.0024416209775736455,0.01028594492187153,0.0008536995861746098,0.0020810006751518268
3,0,1,7.8729610284648498e-05,9.5880044526410184e-05,0.00012406181714757781,-0.00042327256371836602,-0.00029454049666522352,0.00050200217400301456,0.00039042054119163371,0.00016085744239059649,-0.0011602332317939439,0,0,0.00012406181714757781,0.0011713309818029503,-1.7979086710416633e-05,-8.5216968304050147e-05
4,0.5,0.5,-0.65551426994065509,-0.75413934350752554,0.99921224348072901,-0.67394157819696754,-0.77537705870510243,0.018427308256312447,0.02123771519757689,-0.66409330770671759,-0.73187954616756823,-0.65364362086361194,-0.7568024953079282,0.0032544900493672343,0.027024976391700057,-0.65460059410948668,-0.75309470024549063
5,0.5,0,0.00024271559104484616,0.00097894240478657623,0.0010085827135270433,0.0048456086864172984,0.0062788898008060302,-0.0046028930953724524,-0.0052999473960194544,0.0034703757467389029,-0.007705324408961386,-0,-0,0.0010085827135270433,0.0084507710932724793,-0.00016336697079664749,0.00046940541148433331
6,0,0.5,-0.0017616360527653511,0.00024254234911647574,0.0017782543050749589,-0.0071427558643702132,-0.0060160575725918125,0.0053811198116048616,0.0062585999217082879,-0.006293839774159822,-0.0024792576712134185,0,0,0.0017782543050749589,0.0067645500739566371,-0.00028941542430524486,6.4720516063907825e-05
7,1,0.5,0.0052067418108420601,-0.0026997724050984964,0.0058650602148743684,-0.00026625226855424831,-0.0090266425533631327,0.0054729940793963082,0.0063268701482646367,0.03270986539433772,-0.021262362456488937,-0,0,0.0058650602148743684,0.039013117682989686,0.0046541877438149564,-0.0013112301930934412
8,0.5,1,0.0002427155910435491,0.00097894240478463225,0.0010085827135248443,0.0048456086864159332,0.0062788898008038895,-0.0046028930953723839,-0.0052999473960192575,0.0034703757467383109,-0.0077053244089625187,-0,-0,0.0010085827135248443,0.0084507710932732686,-0.00016336697079767705,0.00046940541148194985
9,0.25,0.25,-0.13072085656346477,0.28783319752466058,0.31612638601982623,-0.12705469515953668,0.2977152272090679,-0.0036661614039280865,-0.009882029684407323,-0.12606972729136301,0.29102647668784898,-0.13167146000124427,0.28770738895656334,0.00095889242969421991,0.0065112020949226069,-0.13116764572764042,0.28731793048006815
