iteration,k,ell,mark,neighbor_layers,basis_selection,denominator_selection,basis,denominator,coarse_nodes,coarse_elements,fine_nodes,fine_elements,L_min,L_max,level_gap,H_min,H_max,grading_ratio,neighbor_ratio,q_min,q_max,marked,closure_added,refined_total,nesting_residual,fixed_fine_mesh,petrov_residual,primal_residual,adjoint_residual,constraint_residual,trial_test_conjugacy,min,median,p90,p99,max,global_H_scaled_max,argmax,argmax_level,argmax_x,argmax_y,argmax_boundary,argmax_transition,argmax_energy,mass_rank,mass_condition,hermitian_defect,eigen_residual,energy_identity_error,patch_elements,patch_diameter_over_H,build_ms,inverse_ms
5,2,3,single-chain,0,trial,element-matched,trial,element,27,42,33025,65536,3,8,5,0.088388347648318447,0.5,5.6568542494923797,1.4142135623730951,0.015625,0.088388347648318433,1,4,5,2.960795789009944e-14,1,2.3837372442395747e-14,6.5674848624084306e-14,6.5674848624084306e-14,2.5305130072320788e-15,0,48.061693144273562,68.147577539583679,127.86515361999909,143.37744188638521,143.37744188638521,331.95940594778091,9,3,0.75,0.58333333333333337,0,0,143.38092914228832,19,318352304910.55396,5.1091193440616227e-16,4.6467039496383429e-14,8.6517966685481847e-12,1,1,165802.60434799999,620.90613199999996
5,2,3,single-chain,0,trial,element-matched,trial,patch3,27,42,33025,65536,3,8,5,0.088388347648318447,0.5,5.6568542494923797,1.4142135623730951,0.015625,0.088388347648318433,1,4,5,2.960795789009944e-14,1,2.3837372442395747e-14,6.5674848624084306e-14,6.5674848624084306e-14,2.5305130072320788e-15,0,2.2168492462197191,2.447876794753693,3.1646130040924851,3.2017193577742109,3.2017193577742109,12.849822333774531,4,3,0.91666666666666663,0.75,1,0,3.2536937490549751,27,35142977.620515734,2.7572398355641964e-16,4.4666384240774306e-16,0,25,2.8284271247461903,165802.60434799999,6532.3468769999999
