iteration,element,id,parent_id,level,n0,n1,n2,x0,y0,x1,y1,x2,y2
4,3,4,0,3,10,7,4,0.75,0.25,1,0.5,0.5,0.5
4,4,6,0,3,12,8,3,0.25,0.75,0.5,1,0,1
4,5,8,0,3,11,7,2,0.75,0.75,1,0.5,1,1
4,6,10,0,3,11,2,8,0.75,0.75,1,1,0.5,1
4,7,11,0,3,12,3,6,0.25,0.75,0,1,0,0.5
4,8,13,0,3,10,4,5,0.75,0.25,0.5,0.5,0.5,0
4,9,14,0,3,12,4,8,0.25,0.75,0.5,0.5,0.5,1
4,10,15,0,3,9,4,6,0.25,0.25,0.5,0.5,0,0.5
4,11,16,0,3,11,4,7,0.75,0.75,0.5,0.5,1,0.5
4,12,18,9,4,13,5,9,0.25,0,0.5,0,0.25,0.25
4,13,19,7,4,14,9,6,0,0.25,0.25,0.25,0,0.5
4,14,20,17,5,15,13,9,0.125,0.125,0.25,0,0.25,0.25
4,15,21,17,5,15,0,13,0.125,0.125,0,0,0.25,0
4,16,22,7,5,15,14,0,0.125,0.125,0,0.25,0,0
4,17,23,7,5,15,9,14,0.125,0.125,0.25,0.25,0,0.25
4,18,24,5,4,16,10,5,0.75,0,0.75,0.25,0.5,0
4,19,26,25,5,18,16,1,0.875,0.125,0.75,0,1,0
4,20,27,12,4,17,7,10,1,0.25,1,0.5,0.75,0.25
4,21,28,25,5,18,10,16,0.875,0.125,0.75,0.25,0.75,0
4,22,29,12,5,18,17,10,0.875,0.125,1,0.25,0.75,0.25
4,23,30,12,5,18,1,17,0.875,0.125,1,0,1,0.25
5,0,1,0,3,9,5,4,0.25,0.25,0.5,0,0.5,0.5
5,1,2,0,3,11,8,4,0.75,0.75,0.5,1,0.5,0.5
5,2,3,0,3,12,6,4,0.25,0.75,0,0.5,0.5,0.5
5,3,4,0,3,10,7,4,0.75,0.25,1,0.5,0.5,0.5
5,4,6,0,3,12,8,3,0.25,0.75,0.5,1,0,1
5,5,8,0,3,11,7,2,0.75,0.75,1,0.5,1,1
5,6,10,0,3,11,2,8,0.75,0.75,1,1,0.5,1
5,7,13,0,3,10,4,5,0.75,0.25,0.5,0.5,0.5,0
5,8,14,0,3,12,4,8,0.25,0.75,0.5,0.5,0.5,1
5,9,15,0,3,9,4,6,0.25,0.25,0.5,0.5,0,0.5
5,10,16,0,3,11,4,7,0.75,0.75,0.5,0.5,1,0.5
5,11,18,9,4,13,5,9,0.25,0,0.5,0,0.25,0.25
5,12,19,7,4,14,9,6,0,0.25,0.25,0.25,0,0.5
5,13,20,17,5,15,13,9,0.125,0.125,0.25,0,0.25,0.25
5,14,21,17,5,15,0,13,0.125,0.125,0,0,0.25,0
5,15,22,7,5,15,14,0,0.125,0.125,0,0.25,0,0
5,16,23,7,5,15,9,14,0.125,0.125,0.25,0.25,0,0.25
5,17,24,5,4,16,10,5,0.75,0,0.75,0.25,0.5,0
5,18,26,25,5,18,16,1,0.875,0.125,0.75,0,1,0
5,19,27,12,4,17,7,10,1,0.25,1,0.5,0.75,0.25
5,20,28,25,5,18,10,16,0.875,0.125,0.75,0.25,0.75,0
5,21,29,12,5,18,17,10,0.875,0.125,1,0.25,0.75,0.25
5,22,30,12,5,18,1,17,0.875,0.125,1,0,1,0.25
5,23,31,11,4,19,12,3,0,0.75,0.25,0.75,0,1
5,24,32,11,4,19,6,12,0,0.75,0,0.5,0.25,0.75
6,0,1,0,3,9,5,4,0.25,0.25,0.5,0,0.5,0.5
6,1,2,0,3,11,8,4,0.75,0.75,0.5,1,0.5,0.5
6,2,3,0,3,12,6,4,0.25,0.75,0,0.5,0.5,0.5
6,3,4,0,3,10,7,4,0.75,0.25,1,0.5,0.5,0.5
6,4,8,0,3,11,7,2,0.75,0.75,1,0.5,1,1
6,5,10,0,3,11,2,8,0.75,0.75,1,1,0.5,1
6,6,13,0,3,10,4,5,0.75,0.25,0.5,0.5,0.5,0
6,7,14,0,3,12,4,8,0.25,0.75,0.5,0.5,0.5,1
6,8,15,0,3,9,4,6,0.25,0.25,0.5,0.5,0,0.5
6,9,16,0,3,11,4,7,0.75,0.75,0.5,0.5,1,0.5
6,10,18,9,4,13,5,9,0.25,0,0.5,0,0.25,0.25
6,11,19,7,4,14,9,6,0,0.25,0.25,0.25,0,0.5
6,12,20,17,5,15,13,9,0.125,0.125,0.25,0,0.25,0.25
6,13,21,17,5,15,0,13,0.125,0.125,0,0,0.25,0
6,14,22,7,5,15,14,0,0.125,0.125,0,0.25,0,0
6,15,23,7,5,15,9,14,0.125,0.125,0.25,0.25,0,0.25
6,16,24,5,4,16,10,5,0.75,0,0.75,0.25,0.5,0
6,17,26,25,5,18,16,1,0.875,0.125,0.75,0,1,0
6,18,27,12,4,17,7,10,1,0.25,1,0.5,0.75,0.25
6,19,28,25,5,18,10,16,0.875,0.125,0.75,0.25,0.75,0
6,20,29,12,5,18,17,10,0.875,0.125,1,0.25,0.75,0.25
6,21,30,12,5,18,1,17,0.875,0.125,1,0,1,0.25
6,22,32,11,4,19,6,12,0,0.75,0,0.5,0.25,0.75
6,23,33,6,4,20,12,8,0.25,1,0.25,0.75,0.5,1
6,24,34,31,5,21,19,12,0.125,0.875,0,0.75,0.25,0.75
6,25,35,31,5,21,3,19,0.125,0.875,0,1,0,0.75
6,26,36,6,5,21,20,3,0.125,0.875,0.25,1,0,1
6,27,37,6,5,21,12,20,0.125,0.875,0.25,0.75,0.25,1
