iteration,k,ell,mark,neighbor_layers,basis_selection,denominator_selection,basis,denominator,coarse_nodes,coarse_elements,fine_nodes,fine_elements,L_min,L_max,level_gap,H_min,H_max,grading_ratio,neighbor_ratio,q_min,q_max,marked,closure_added,refined_total,nesting_residual,fixed_fine_mesh,petrov_residual,primal_residual,adjoint_residual,constraint_residual,trial_test_conjugacy,min,median,p90,p99,max,global_H_scaled_max,argmax,argmax_level,argmax_x,argmax_y,argmax_boundary,argmax_transition,argmax_energy,mass_rank,mass_condition,hermitian_defect,eigen_residual,energy_identity_error,patch_elements,patch_diameter_over_H,build_ms,inverse_ms
5,2,3,single-chain,0,trial,element-matched,trial,element,27,42,16641,32768,3,8,5,0.088388347648318447,0.5,5.6568542494923797,1.4142135623730951,0.022097086912079612,0.125,1,4,5,3.8037036373423136e-14,1,2.1673334855384627e-14,2.8690881202214731e-14,2.8690881202214731e-14,1.9990957100418795e-15,0,46.169761242173159,66.207235567696486,119.92463526321296,132.04805810962171,132.04805810962171,302.00622633213163,9,3,0.75,0.58333333333333337,0,0,132.05184455569272,19,300744003880.81873,2.8769881557066877e-16,5.8577402078398513e-14,2.2252192081645534e-12,1,1,23852.041641,266.919916
5,2,3,single-chain,0,trial,element-matched,trial,patch3,27,42,16641,32768,3,8,5,0.088388347648318447,0.5,5.6568542494923797,1.4142135623730951,0.022097086912079612,0.125,1,4,5,3.8037036373423136e-14,1,2.1673334855384627e-14,2.8690881202214731e-14,2.8690881202214731e-14,1.9990957100418795e-15,0,2.2214058189164398,2.4490150754592759,3.1658189483777095,3.2019028412754929,3.2019028412754929,12.879226622765133,4,3,0.91666666666666663,0.75,1,0,3.2538748241278386,27,34553894.718153656,1.4157042809102916e-16,4.1450819042988357e-16,0,25,2.8284271247461903,23852.041641,3378.0531289999999
