iteration,k,ell,mark,neighbor_layers,basis_selection,denominator_selection,basis,denominator,coarse_nodes,coarse_elements,fine_nodes,fine_elements,L_min,L_max,level_gap,H_min,H_max,grading_ratio,neighbor_ratio,q_min,q_max,marked,closure_added,refined_total,nesting_residual,fixed_fine_mesh,petrov_residual,primal_residual,adjoint_residual,constraint_residual,trial_test_conjugacy,min,median,p90,p99,max,global_H_scaled_max,argmax,argmax_level,argmax_x,argmax_y,argmax_boundary,argmax_transition,argmax_energy,mass_rank,mass_condition,hermitian_defect,eigen_residual,energy_identity_error,patch_elements,patch_diameter_over_H,build_ms,inverse_ms
2,2,3,single-chain,0,trial,matched,trial,patch3,16,21,4225,8192,3,5,2,0.25,0.5,2,1.4142135623730951,0.044194173824159223,0.088388347648318447,1,1,2,4.9905089688339958e-15,1,9.7920101328442691e-15,5.2235930248086109e-15,5.2235930248086109e-15,1.0828935407473249e-15,0,2.2546121375709749,2.7019188587474869,3.1869029231717048,3.518130551085934,3.518130551085934,5.2491540848366167,16,4,0.16666666666666666,0.083333333333333329,1,1,3.5415150144671985,16,13.241693592935857,1.2453724726801997e-16,1.4148354383089814e-15,0,21,4,475.66730799999999,15.573454999999999
