iteration,k,ell,mark,neighbor_layers,basis,denominator,coarse_nodes,coarse_elements,fine_nodes,fine_elements,L_min,L_max,level_gap,H_min,H_max,grading_ratio,neighbor_ratio,q_min,q_max,marked,closure_added,refined_total,nesting_residual,fixed_fine_mesh,petrov_residual,primal_residual,adjoint_residual,constraint_residual,trial_test_conjugacy,min,median,p90,p99,max,global_H_scaled_max,argmax,argmax_level,argmax_x,argmax_y,argmax_boundary,argmax_transition,argmax_energy,mass_rank,mass_condition,hermitian_defect,eigen_residual,energy_identity_error,patch_elements,patch_diameter_over_H,build_ms,inverse_ms
0,2,3,argmax-element,0,coarse,element,13,16,4225,8192,3,3,0,0.5,0.5,1,1,0.044194173824159223,0.044194173824159223,0,0,0,5.4583746994685725e-17,1,1.2237505630369289e-14,4.9749556393458985e-15,4.9752901326747098e-15,1.0503703018329559e-15,0,8.4852813742385642,8.4852813742385642,8.485281374238566,8.485281374238566,8.485281374238566,8.485281374238566,7,3,0.91666666666666663,0.75,1,0,8.544003745317525,3,3.999999999999996,0,4.2414822972606285e-16,3.8933848534800047e-16,1,1,682.02511100000004,5.2927970000000002
0,2,3,argmax-element,0,coarse,patch1,13,16,4225,8192,3,3,0,0.5,0.5,1,1,0.044194173824159223,0.044194173824159223,0,0,0,5.4583746994685725e-17,1,1.2237505630369289e-14,4.9749556393458985e-15,4.9752901326747098e-15,1.0503703018329559e-15,0,3.6044828737838008,3.6044828737838026,4.2811750887122884,4.2811750887122892,4.2811750887122892,4.2811750887122892,10,3,0.083333333333333329,0.75,1,0,4.316106271051761,7,8.3736389961776165,0,4.9043135335700943e-16,0,6,2.2360679774997898,682.02511100000004,38.633795999999997
0,2,3,argmax-element,0,trial,element,13,16,4225,8192,3,3,0,0.5,0.5,1,1,0.044194173824159223,0.044194173824159223,0,0,0,5.4583746994685725e-17,1,1.2237505630369289e-14,4.9749556393458985e-15,4.9752901326747098e-15,1.0503703018329559e-15,0,41.827281128247037,41.827287005818647,64.224019734577254,64.224019891548352,64.224019891548352,64.224019891548352,2,3,0.25,0.58333333333333337,0,0,64.231804669150208,13,1376324184.7003155,3.0963536795529037e-16,2.989946523261817e-15,6.269891956947273e-12,1,1,682.02511100000004,52.104944000000003
0,2,3,argmax-element,0,trial,patch1,13,16,4225,8192,3,3,0,0.5,0.5,1,1,0.044194173824159223,0.044194173824159223,0,0,0,5.4583746994685725e-17,1,1.2237505630369289e-14,4.9749556393458985e-15,4.9752901326747098e-15,1.0503703018329559e-15,0,2.7871341947107271,2.7871341947107666,3.4017874377964827,3.4017874377977031,3.4017874377977031,3.4017874377977031,10,3,0.083333333333333329,0.75,1,0,3.4512364551138393,13,13543633.649908543,1.0903431556842889e-16,7.1313325746343523e-16,0,6,2.2360679774997898,682.02511100000004,92.237537000000003
0,2,3,argmax-element,0,test,element,13,16,4225,8192,3,3,0,0.5,0.5,1,1,0.044194173824159223,0.044194173824159223,0,0,0,5.4583746994685725e-17,1,1.2237505630369289e-14,4.9749556393458985e-15,4.9752901326747098e-15,1.0503703018329559e-15,0,41.827281128247037,41.827287005818647,64.224019734577254,64.224019891548352,64.224019891548352,64.224019891548352,2,3,0.25,0.58333333333333337,0,0,64.231804669150208,13,1376324184.7003155,3.0963536795529037e-16,2.989946523261817e-15,6.269891956947273e-12,1,1,682.02511100000004,105.61020600000001
0,2,3,argmax-element,0,test,patch1,13,16,4225,8192,3,3,0,0.5,0.5,1,1,0.044194173824159223,0.044194173824159223,0,0,0,5.4583746994685725e-17,1,1.2237505630369289e-14,4.9749556393458985e-15,4.9752901326747098e-15,1.0503703018329559e-15,0,2.7871341947107271,2.7871341947107666,3.4017874377964827,3.4017874377977031,3.4017874377977031,3.4017874377977031,10,3,0.083333333333333329,0.75,1,0,3.4512364551138393,13,13543633.649908543,1.0903431556842889e-16,7.1313325746343523e-16,0,6,2.2360679774997898,682.02511100000004,144.48303799999999
1,2,3,argmax-element,0,coarse,element,14,18,4225,8192,3,4,1,0.35355339059327379,0.5,1.4142135623730949,1.4142135623730949,0.044194173824159223,0.0625,1,1,2,5.6526709699651602e-15,1,1.2265375995985517e-14,4.5668443448158932e-15,4.5673892235019811e-15,5.8581884250834894e-16,0,8.4852813742385553,8.4852813742385642,8.4852813742385766,8.4852813742385766,8.4852813742385766,12,7,3,0.25,0.083333333333333329,1,0,8.5440037453175393,3,4.0000000000000071,5.5511151231257839e-17,3.416824233655174e-16,3.8933848534799934e-16,1,1,767.06372799999997,6.1915370000000003
1,2,3,argmax-element,0,coarse,patch1,14,18,4225,8192,3,4,1,0.35355339059327379,0.5,1.4142135623730949,1.4142135623730949,0.044194173824159223,0.0625,1,1,2,5.6526709699651602e-15,1,1.2265375995985517e-14,4.5668443448158932e-15,4.5673892235019811e-15,5.8581884250834894e-16,0,3.1129920448406994,3.6465683011113907,4.3609854894208624,4.3609854894208677,4.3609854894208677,4.6287967888531742,9,3,0.083333333333333329,0.75,1,1,4.3962074242453442,8,8.2719412443890761,1.6349611453819181e-17,4.7439301027657488e-16,0,7,2.2360679774997898,767.06372799999997,32.993616000000003
1,2,3,argmax-element,0,trial,element,14,18,4225,8192,3,4,1,0.35355339059327379,0.5,1.4142135623730949,1.4142135623730949,0.044194173824159223,0.0625,1,1,2,5.6526709699651602e-15,1,1.2265375995985517e-14,4.5668443448158932e-15,4.5673892235019811e-15,5.8581884250834894e-16,0,42.173769577799774,51.304355487705465,84.095270873564829,84.095273874451564,84.095273874451564,84.095273874451564,2,3,0.75,0.41666666666666669,0,0,84.10121930204626,14,26873130626.442944,7.6869381191268497e-17,3.0324242744024411e-15,1.0160138706177013e-11,1,1,767.06372799999997,45.553998999999997
1,2,3,argmax-element,0,trial,patch1,14,18,4225,8192,3,4,1,0.35355339059327379,0.5,1.4142135623730949,1.4142135623730949,0.044194173824159223,0.0625,1,1,2,5.6526709699651602e-15,1,1.2265375995985517e-14,4.5668443448158932e-15,4.5673892235019811e-15,5.8581884250834894e-16,0,2.4320587345236055,2.8196916768126741,3.402002429599583,3.4020024296005169,3.4020024296005169,3.987646211065107,6,3,0.91666666666666663,0.75,1,0,3.4514861820381144,14,49726918.57356333,1.4606781342381933e-16,4.3881471809498958e-16,0,6,2.2360679774997898,767.06372799999997,86.616207000000003
