iteration,k,ell,mark,neighbor_layers,basis,denominator,coarse_nodes,coarse_elements,fine_nodes,fine_elements,L_min,L_max,level_gap,H_min,H_max,grading_ratio,neighbor_ratio,q_min,q_max,marked,closure_added,refined_total,nesting_residual,fixed_fine_mesh,petrov_residual,primal_residual,adjoint_residual,constraint_residual,trial_test_conjugacy,min,median,p90,p99,max,global_H_scaled_max,argmax,argmax_level,argmax_x,argmax_y,argmax_boundary,argmax_transition,argmax_energy,mass_rank,mass_condition,hermitian_defect,eigen_residual,energy_identity_error,patch_elements,patch_diameter_over_H,build_ms,inverse_ms
0,2,3,argmax-element,1,coarse,element,13,16,4225,8192,3,3,0,0.5,0.5,1,1,0.044194173824159223,0.044194173824159223,0,0,0,5.4583746994685725e-17,1,1.2237505630369289e-14,4.9749556393458985e-15,4.9752901326747098e-15,1.0503703018329559e-15,0,8.4852813742385642,8.4852813742385642,8.485281374238566,8.485281374238566,8.485281374238566,8.485281374238566,7,3,0.91666666666666663,0.75,1,0,8.544003745317525,3,3.999999999999996,0,4.2414822972606285e-16,3.8933848534800047e-16,1,1,1686.1895849999999,16.493590999999999
0,2,3,argmax-element,1,coarse,patch1,13,16,4225,8192,3,3,0,0.5,0.5,1,1,0.044194173824159223,0.044194173824159223,0,0,0,5.4583746994685725e-17,1,1.2237505630369289e-14,4.9749556393458985e-15,4.9752901326747098e-15,1.0503703018329559e-15,0,3.6044828737838008,3.6044828737838026,4.2811750887122884,4.2811750887122892,4.2811750887122892,4.2811750887122892,10,3,0.083333333333333329,0.75,1,0,4.316106271051761,7,8.3736389961776165,0,4.9043135335700943e-16,0,6,2.2360679774997898,1686.1895849999999,60.754246000000002
0,2,3,argmax-element,1,trial,element,13,16,4225,8192,3,3,0,0.5,0.5,1,1,0.044194173824159223,0.044194173824159223,0,0,0,5.4583746994685725e-17,1,1.2237505630369289e-14,4.9749556393458985e-15,4.9752901326747098e-15,1.0503703018329559e-15,0,41.827281128247037,41.827287005818647,64.224019734577254,64.224019891548352,64.224019891548352,64.224019891548352,2,3,0.25,0.58333333333333337,0,0,64.231804669150208,13,1376324184.7003155,3.0963536795529037e-16,2.989946523261817e-15,6.269891956947273e-12,1,1,1686.1895849999999,72.222474000000005
0,2,3,argmax-element,1,trial,patch1,13,16,4225,8192,3,3,0,0.5,0.5,1,1,0.044194173824159223,0.044194173824159223,0,0,0,5.4583746994685725e-17,1,1.2237505630369289e-14,4.9749556393458985e-15,4.9752901326747098e-15,1.0503703018329559e-15,0,2.7871341947107271,2.7871341947107666,3.4017874377964827,3.4017874377977031,3.4017874377977031,3.4017874377977031,10,3,0.083333333333333329,0.75,1,0,3.4512364551138393,13,13543633.649908543,1.0903431556842889e-16,7.1313325746343523e-16,0,6,2.2360679774997898,1686.1895849999999,113.895036
0,2,3,argmax-element,1,test,element,13,16,4225,8192,3,3,0,0.5,0.5,1,1,0.044194173824159223,0.044194173824159223,0,0,0,5.4583746994685725e-17,1,1.2237505630369289e-14,4.9749556393458985e-15,4.9752901326747098e-15,1.0503703018329559e-15,0,41.827281128247037,41.827287005818647,64.224019734577254,64.224019891548352,64.224019891548352,64.224019891548352,2,3,0.25,0.58333333333333337,0,0,64.231804669150208,13,1376324184.7003155,3.0963536795529037e-16,2.989946523261817e-15,6.269891956947273e-12,1,1,1686.1895849999999,128.10510400000001
0,2,3,argmax-element,1,test,patch1,13,16,4225,8192,3,3,0,0.5,0.5,1,1,0.044194173824159223,0.044194173824159223,0,0,0,5.4583746994685725e-17,1,1.2237505630369289e-14,4.9749556393458985e-15,4.9752901326747098e-15,1.0503703018329559e-15,0,2.7871341947107271,2.7871341947107666,3.4017874377964827,3.4017874377977031,3.4017874377977031,3.4017874377977031,10,3,0.083333333333333329,0.75,1,0,3.4512364551138393,13,13543633.649908543,1.0903431556842889e-16,7.1313325746343523e-16,0,6,2.2360679774997898,1686.1895849999999,176.181612
1,2,3,argmax-element,1,coarse,element,20,27,4225,8192,3,4,1,0.35355339059327379,0.5,1.4142135623730949,1.4142135623730949,0.044194173824159223,0.0625,11,0,11,1.8999673860786699e-15,1,8.2386256013212311e-15,3.4880412323759488e-15,3.4894337504094725e-15,5.139264730592086e-16,0,8.4852813742385624,8.4852813742385713,8.4852813742385713,8.4852813742385713,8.4852813742385713,12,26,4,0.83333333333333337,0.58333333333333337,0,1,8.5146931829632013,3,4.0000000000000018,0,1.5933109831828975e-16,1.5313421029312502e-18,1,1,2397.7033310000002,14.957530999999999
1,2,3,argmax-element,1,coarse,patch1,20,27,4225,8192,3,4,1,0.35355339059327379,0.5,1.4142135623730949,1.4142135623730949,0.044194173824159223,0.0625,11,0,11,1.8999673860786699e-15,1,8.2386256013212311e-15,3.4880412323759488e-15,3.4894337504094725e-15,5.139264730592086e-16,0,3.2724392777393354,3.4212005962996672,4.5438063259996744,4.8623641932093244,4.8623641932093244,6.8764213872339388,11,4,0.083333333333333329,0.83333333333333337,1,0,4.8809561487072788,9,9.2749172176353554,0,4.5575064409956886e-16,0,8,2,2397.7033310000002,114.76028599999999
1,2,3,argmax-element,1,trial,element,20,27,4225,8192,3,4,1,0.35355339059327379,0.5,1.4142135623730949,1.4142135623730949,0.044194173824159223,0.0625,11,0,11,1.8999673860786699e-15,1,8.2386256013212311e-15,3.4880412323759488e-15,3.4894337504094725e-15,5.139264730592086e-16,0,51.761568612254727,72.596302519110537,95.078255059709846,97.088838408160512,97.088838408160512,137.30435203187045,18,4,0.33333333333333331,0.58333333333333337,0,0,97.091413355107406,20,445504667859.2973,3.5576820915296902e-16,3.8596114737880611e-14,4.0803340903638533e-10,1,1,2397.7033310000002,168.688591
1,2,3,argmax-element,1,trial,patch1,20,27,4225,8192,3,4,1,0.35355339059327379,0.5,1.4142135623730949,1.4142135623730949,0.044194173824159223,0.0625,11,0,11,1.8999673860786699e-15,1,8.2386256013212311e-15,3.4880412323759488e-15,3.4894337504094725e-15,5.139264730592086e-16,0,2.5328118150739005,2.9066627735810697,3.8305557086374487,3.9482538886666432,3.9482538886666432,5.5836741970446786,11,4,0.083333333333333329,0.83333333333333337,1,0,3.9737480149792686,20,2593807972.2262182,1.1779445483207385e-16,1.036432552323075e-15,0,8,2,2397.7033310000002,356.33664599999997
1,2,3,argmax-element,1,test,element,20,27,4225,8192,3,4,1,0.35355339059327379,0.5,1.4142135623730949,1.4142135623730949,0.044194173824159223,0.0625,11,0,11,1.8999673860786699e-15,1,8.2386256013212311e-15,3.4880412323759488e-15,3.4894337504094725e-15,5.139264730592086e-16,0,51.761568612254727,72.596302519110537,95.078255059709846,97.088838408160512,97.088838408160512,137.30435203187045,18,4,0.33333333333333331,0.58333333333333337,0,0,97.091413355107406,20,445504667859.2973,3.5576820915296902e-16,3.8596114737880611e-14,4.0803340903638533e-10,1,1,2397.7033310000002,386.56632000000002
1,2,3,argmax-element,1,test,patch1,20,27,4225,8192,3,4,1,0.35355339059327379,0.5,1.4142135623730949,1.4142135623730949,0.044194173824159223,0.0625,11,0,11,1.8999673860786699e-15,1,8.2386256013212311e-15,3.4880412323759488e-15,3.4894337504094725e-15,5.139264730592086e-16,0,2.5328118150739005,2.9066627735810697,3.8305557086374487,3.9482538886666432,3.9482538886666432,5.5836741970446786,11,4,0.083333333333333329,0.83333333333333337,1,0,3.9737480149792686,20,2593807972.2262182,1.1779445483207385e-16,1.036432552323075e-15,0,8,2,2397.7033310000002,525.66014099999995
