iteration,k,ell,mark,basis,denominator,coarse_nodes,coarse_elements,fine_nodes,fine_elements,L_min,L_max,level_gap,H_min,H_max,grading_ratio,neighbor_ratio,q_min,q_max,marked,closure_added,refined_total,nesting_residual,fixed_fine_mesh,petrov_residual,primal_residual,adjoint_residual,constraint_residual,trial_test_conjugacy,min,median,p90,p99,max,global_H_scaled_max,argmax,argmax_level,argmax_x,argmax_y,argmax_boundary,argmax_transition,argmax_energy,mass_rank,mass_condition,hermitian_defect,eigen_residual,energy_identity_error,patch_elements,patch_diameter_over_H,build_ms,inverse_ms
0,2,3,fraction,coarse,element,13,16,8321,16384,3,3,0,0.5,0.5,1,1,0.03125,0.03125,0,0,0,4.280211427484616e-17,1,2.2805270230321357e-14,8.7472478496984491e-15,8.7475258347789804e-15,3.5031048856378658e-15,0,8.4852813742385855,8.4852813742385855,8.4852813742385855,8.4852813742385855,8.4852813742385855,8.4852813742385855,15,3,0.75,0.58333333333333337,0,0,8.5440037453175464,3,4.0000000000000151,0,5.205245956471159e-16,0,1,1,3252.8965009999997,15.682624000000001
0,2,3,fraction,coarse,patch1,13,16,8321,16384,3,3,0,0.5,0.5,1,1,0.03125,0.03125,0,0,0,4.280211427484616e-17,1,2.2805270230321357e-14,8.7472478496984491e-15,8.7475258347789804e-15,3.5031048856378658e-15,0,3.6044828737838208,3.6044828737838239,4.2811750887123088,4.2811750887123106,4.2811750887123106,4.2811750887123106,6,3,0.083333333333333329,0.25,1,0,4.3161062710517832,7,8.3736389961775757,0,6.5890659382209786e-16,0,6,2.2360679774997898,3252.8965009999997,83.486969999999999
0,2,3,fraction,trial,element,13,16,8321,16384,3,3,0,0.5,0.5,1,1,0.03125,0.03125,0,0,0,4.280211427484616e-17,1,2.2805270230321357e-14,8.7472478496984491e-15,8.7475258347789804e-15,3.5031048856378658e-15,0,53.953469312196923,53.953476275313044,69.971110226572378,69.971110659315457,69.971110659315457,69.971110659315457,0,3,0.41666666666666669,0.25,0,0,69.978256100907515,13,1438669367.3709919,2.7259530393916312e-16,1.3399949441841423e-15,5.3156789894822168e-12,1,1,3252.8965009999997,110.28304
0,2,3,fraction,trial,patch1,13,16,8321,16384,3,3,0,0.5,0.5,1,1,0.03125,0.03125,0,0,0,4.280211427484616e-17,1,2.2805270230321357e-14,8.7472478496984491e-15,8.7475258347789804e-15,3.5031048856378658e-15,0,2.7864029513723882,2.7864029513724091,3.3996483225397576,3.3996483225404912,3.3996483225404912,3.3996483225404912,4,3,0.75,0.083333333333333329,1,0,3.4491208871174703,13,13905395.225183904,9.732071594056214e-17,6.9321140547404251e-16,0,6,2.2360679774997898,3252.8965009999997,199.36594500000001
0,2,3,fraction,test,element,13,16,8321,16384,3,3,0,0.5,0.5,1,1,0.03125,0.03125,0,0,0,4.280211427484616e-17,1,2.2805270230321357e-14,8.7472478496984491e-15,8.7475258347789804e-15,3.5031048856378658e-15,0,53.953469312196923,53.953476275313044,69.971110226572378,69.971110659315457,69.971110659315457,69.971110659315457,0,3,0.41666666666666669,0.25,0,0,69.978256100907515,13,1438669367.3709919,2.7259530393916312e-16,1.3399949441841423e-15,5.3156789894822168e-12,1,1,3252.8965009999997,228.996216
0,2,3,fraction,test,patch1,13,16,8321,16384,3,3,0,0.5,0.5,1,1,0.03125,0.03125,0,0,0,4.280211427484616e-17,1,2.2805270230321357e-14,8.7472478496984491e-15,8.7475258347789804e-15,3.5031048856378658e-15,0,2.7864029513723882,2.7864029513724091,3.3996483225397576,3.3996483225404912,3.3996483225404912,3.3996483225404912,4,3,0.75,0.083333333333333329,1,0,3.4491208871174703,13,13905395.225183904,9.732071594056214e-17,6.9321140547404251e-16,0,6,2.2360679774997898,3252.8965009999997,320.86817000000002
1,2,3,fraction,coarse,element,17,22,8321,16384,3,4,1,0.35355339059327379,0.5,1.4142135623730949,1.4142135623730949,0.03125,0.044194173824159216,4,2,6,5.1815580823477093e-15,1,1.1952333885554846e-14,1.2950442467553339e-14,1.2950212116090569e-14,1.12723550445786e-15,0,8.4852813742385589,8.4852813742385642,8.4852813742385891,8.4852813742386211,8.4852813742386211,11.999999999999991,3,3,0.25,0.91666666666666663,1,0,8.5440037453175819,3,4.0000000000000471,0,2.3158500214277267e-16,0,1,1,15313.590166,10.587619
1,2,3,fraction,coarse,patch1,17,22,8321,16384,3,4,1,0.35355339059327379,0.5,1.4142135623730949,1.4142135623730949,0.03125,0.044194173824159216,4,2,6,5.1815580823477093e-15,1,1.1952333885554846e-14,1.2950442467553339e-14,1.2950212116090569e-14,1.12723550445786e-15,0,3.1615770311083446,3.670695524574914,4.41406845238836,4.8623641932093351,4.8623641932093351,6.8764213872339539,13,4,0.16666666666666666,0.083333333333333329,1,0,4.8809561487072886,9,9.2749172176353269,4.3733827512678658e-17,5.4891406682851631e-16,0,8,2,15313.590166,79.358232999999998
1,2,3,fraction,trial,element,17,22,8321,16384,3,4,1,0.35355339059327379,0.5,1.4142135623730949,1.4142135623730949,0.03125,0.044194173824159216,4,2,6,5.1815580823477093e-15,1,1.1952333885554846e-14,1.2950442467553339e-14,1.2950212116090569e-14,1.12723550445786e-15,0,37.016860341114366,78.349357185563562,110.03000461423809,161.62510761589735,161.62510761589735,161.62510761589735,5,3,0.75,0.91666666666666663,1,0,161.62820116616754,12,919410506816.323,1.3311330454989214e-16,9.2260569520242049e-15,1.3808309241530532e-11,1,1,15313.590166,118.07412100000001
1,2,3,fraction,trial,patch1,17,22,8321,16384,3,4,1,0.35355339059327379,0.5,1.4142135623730949,1.4142135623730949,0.03125,0.044194173824159216,4,2,6,5.1815580823477093e-15,1,1.1952333885554846e-14,1.2950442467553339e-14,1.2950212116090569e-14,1.12723550445786e-15,0,2.4412966315326048,2.9158112073327866,3.401155119551404,3.9363011272503545,3.9363011272503545,5.5667704397419531,18,4,0.083333333333333329,0.16666666666666666,1,0,3.9618382867223447,17,420517801.13295746,9.6523804070630574e-17,2.4789765102412953e-15,0,8,2,15313.590166,270.08982400000002
1,2,3,fraction,test,element,17,22,8321,16384,3,4,1,0.35355339059327379,0.5,1.4142135623730949,1.4142135623730949,0.03125,0.044194173824159216,4,2,6,5.1815580823477093e-15,1,1.1952333885554846e-14,1.2950442467553339e-14,1.2950212116090569e-14,1.12723550445786e-15,0,37.016860341114366,78.349357185563562,110.03000461423809,161.62510761589735,161.62510761589735,161.62510761589735,5,3,0.75,0.91666666666666663,1,0,161.62820116616754,12,919410506816.323,1.3311330454989214e-16,9.2260569520242049e-15,1.3808309241530532e-11,1,1,15313.590166,311.00087000000002
1,2,3,fraction,test,patch1,17,22,8321,16384,3,4,1,0.35355339059327379,0.5,1.4142135623730949,1.4142135623730949,0.03125,0.044194173824159216,4,2,6,5.1815580823477093e-15,1,1.1952333885554846e-14,1.2950442467553339e-14,1.2950212116090569e-14,1.12723550445786e-15,0,2.4412966315326048,2.9158112073327866,3.401155119551404,3.9363011272503545,3.9363011272503545,5.5667704397419531,18,4,0.083333333333333329,0.16666666666666666,1,0,3.9618382867223447,17,420517801.13295746,9.6523804070630574e-17,2.4789765102412953e-15,0,8,2,15313.590166,460.51973500000003
2,2,3,fraction,coarse,element,20,28,8321,16384,3,5,2,0.25,0.5,2,1.4142135623730951,0.03125,0.0625,3,3,6,7.8837597765144056e-15,1,1.3096896468490287e-14,2.1304991974737489e-14,2.1305806554841737e-14,1.4016964898600988e-15,0,8.4852813742385589,8.4852813742385695,8.4852813742385909,8.4852813742386211,8.4852813742386211,16.970562748477139,3,3,0.25,0.91666666666666663,1,0,8.5440037453175819,3,4.0000000000000471,0,2.3158500214277267e-16,0,1,1,19955.290219000002,5.8532140000000004
2,2,3,fraction,coarse,patch1,20,28,8321,16384,3,5,2,0.25,0.5,2,1.4142135623730951,0.03125,0.0625,3,3,6,7.8837597765144056e-15,1,1.3096896468490287e-14,2.1304991974737489e-14,2.1305806554841737e-14,1.4016964898600988e-15,0,3.1851653402209354,3.5761041389104462,4.3164129776306508,4.4989202936544412,4.4989202936544412,8.562350177424582,6,3,0.083333333333333329,0.75,1,1,4.5356323287337137,8,27.283707140630518,9.195271716959159e-18,5.0541154473886819e-16,0,7,1.8027756377319946,19955.290219000002,58.005558999999998
2,2,3,fraction,trial,element,20,28,8321,16384,3,5,2,0.25,0.5,2,1.4142135623730951,0.03125,0.0625,3,3,6,7.8837597765144056e-15,1,1.3096896468490287e-14,2.1304991974737489e-14,2.1305806554841737e-14,1.4016964898600988e-15,0,50.111990742702105,74.633930196235141,101.4096990932598,108.29176136811945,108.29176136811945,186.4099339001512,9,3,0.75,0.58333333333333337,0,0,108.29637842607197,17,340381522784.52008,2.6537217222893656e-16,5.1990599468283636e-14,5.749431289502348e-13,1,1,19955.290219000002,94.798186000000001
2,2,3,fraction,trial,patch1,20,28,8321,16384,3,5,2,0.25,0.5,2,1.4142135623730951,0.03125,0.0625,3,3,6,7.8837597765144056e-15,1,1.3096896468490287e-14,2.1304991974737489e-14,2.1305806554841737e-14,1.4016964898600988e-15,0,2.4445658096872172,2.8224985597311205,5.2475769082884201,6.0122506285182551,6.0122506285182551,10.49515381657684,4,3,0.91666666666666663,0.75,1,0,6.0377215471386414,20,13041540833.510889,1.3639653147951821e-16,9.0007273798738425e-16,0,6,2.2360679774997898,19955.290219000002,230.48434599999999
