iteration,k,ell,mark,neighbor_layers,basis,denominator,coarse_nodes,coarse_elements,fine_nodes,fine_elements,L_min,L_max,level_gap,H_min,H_max,grading_ratio,neighbor_ratio,q_min,q_max,marked,closure_added,refined_total,nesting_residual,fixed_fine_mesh,petrov_residual,primal_residual,adjoint_residual,constraint_residual,trial_test_conjugacy,min,median,p90,p99,max,global_H_scaled_max,argmax,argmax_level,argmax_x,argmax_y,argmax_boundary,argmax_transition,argmax_energy,mass_rank,mass_condition,hermitian_defect,eigen_residual,energy_identity_error,patch_elements,patch_diameter_over_H,build_ms,inverse_ms
0,2,3,argmax-patch,0,coarse,element,13,16,4225,8192,3,3,0,0.5,0.5,1,1,0.044194173824159223,0.044194173824159223,0,0,0,5.4583746994685725e-17,1,1.2237505630369289e-14,4.9749556393458985e-15,4.9752901326747098e-15,1.0503703018329559e-15,0,8.4852813742385642,8.4852813742385642,8.485281374238566,8.485281374238566,8.485281374238566,8.485281374238566,7,3,0.91666666666666663,0.75,1,0,8.544003745317525,3,3.999999999999996,0,4.2414822972606285e-16,3.8933848534800047e-16,1,1,3189.6131070000001,23.452148000000001
0,2,3,argmax-patch,0,coarse,patch1,13,16,4225,8192,3,3,0,0.5,0.5,1,1,0.044194173824159223,0.044194173824159223,0,0,0,5.4583746994685725e-17,1,1.2237505630369289e-14,4.9749556393458985e-15,4.9752901326747098e-15,1.0503703018329559e-15,0,3.6044828737838008,3.6044828737838026,4.2811750887122884,4.2811750887122892,4.2811750887122892,4.2811750887122892,10,3,0.083333333333333329,0.75,1,0,4.316106271051761,7,8.3736389961776165,0,4.9043135335700943e-16,0,6,2.2360679774997898,3189.6131070000001,237.929599
0,2,3,argmax-patch,0,trial,element,13,16,4225,8192,3,3,0,0.5,0.5,1,1,0.044194173824159223,0.044194173824159223,0,0,0,5.4583746994685725e-17,1,1.2237505630369289e-14,4.9749556393458985e-15,4.9752901326747098e-15,1.0503703018329559e-15,0,41.827281128247037,41.827287005818647,64.224019734577254,64.224019891548352,64.224019891548352,64.224019891548352,2,3,0.25,0.58333333333333337,0,0,64.231804669150208,13,1376324184.7003155,3.0963536795529037e-16,2.989946523261817e-15,6.269891956947273e-12,1,1,3189.6131070000001,300.75730499999997
0,2,3,argmax-patch,0,trial,patch1,13,16,4225,8192,3,3,0,0.5,0.5,1,1,0.044194173824159223,0.044194173824159223,0,0,0,5.4583746994685725e-17,1,1.2237505630369289e-14,4.9749556393458985e-15,4.9752901326747098e-15,1.0503703018329559e-15,0,2.7871341947107271,2.7871341947107666,3.4017874377964827,3.4017874377977031,3.4017874377977031,3.4017874377977031,10,3,0.083333333333333329,0.75,1,0,3.4512364551138393,13,13543633.649908543,1.0903431556842889e-16,7.1313325746343523e-16,0,6,2.2360679774997898,3189.6131070000001,444.17422399999998
0,2,3,argmax-patch,0,test,element,13,16,4225,8192,3,3,0,0.5,0.5,1,1,0.044194173824159223,0.044194173824159223,0,0,0,5.4583746994685725e-17,1,1.2237505630369289e-14,4.9749556393458985e-15,4.9752901326747098e-15,1.0503703018329559e-15,0,41.827281128247037,41.827287005818647,64.224019734577254,64.224019891548352,64.224019891548352,64.224019891548352,2,3,0.25,0.58333333333333337,0,0,64.231804669150208,13,1376324184.7003155,3.0963536795529037e-16,2.989946523261817e-15,6.269891956947273e-12,1,1,3189.6131070000001,470.32756699999999
0,2,3,argmax-patch,0,test,patch1,13,16,4225,8192,3,3,0,0.5,0.5,1,1,0.044194173824159223,0.044194173824159223,0,0,0,5.4583746994685725e-17,1,1.2237505630369289e-14,4.9749556393458985e-15,4.9752901326747098e-15,1.0503703018329559e-15,0,2.7871341947107271,2.7871341947107666,3.4017874377964827,3.4017874377977031,3.4017874377977031,3.4017874377977031,10,3,0.083333333333333329,0.75,1,0,3.4512364551138393,13,13543633.649908543,1.0903431556842889e-16,7.1313325746343523e-16,0,6,2.2360679774997898,3189.6131070000001,562.69160099999999
1,2,3,argmax-patch,0,coarse,element,14,17,4225,8192,3,4,1,0.35355339059327379,0.5,1.4142135623730949,1.4142135623730949,0.044194173824159223,0.0625,1,0,1,3.9972805802369178e-15,1,8.6177793642883862e-15,4.3271166855677201e-15,4.3282102302440816e-15,8.5483607829999392e-16,0,8.4852813742385571,8.4852813742385642,8.4852813742385713,8.4852813742385766,8.4852813742385766,12,12,3,0.41666666666666669,0.75,0,0,8.5440037453175393,3,4.0000000000000071,5.5511151231257839e-17,3.416824233655174e-16,3.8933848534799934e-16,1,1,2291.9328639999999,13.228676999999999
1,2,3,argmax-patch,0,coarse,patch1,14,17,4225,8192,3,4,1,0.35355339059327379,0.5,1.4142135623730949,1.4142135623730949,0.044194173824159223,0.0625,1,0,1,3.9972805802369178e-15,1,8.6177793642883862e-15,4.3271166855677201e-15,4.3282102302440816e-15,8.5483607829999392e-16,0,3.6044828737838013,4.2284256963341091,4.4636912920212275,4.4688127362837777,4.4688127362837777,6.3198555793581397,15,4,0.083333333333333329,0.83333333333333337,1,1,4.4875291653874578,6,6.8032118922901592,0,3.8786518935261776e-16,0,5,2,2291.9328639999999,65.01764
1,2,3,argmax-patch,0,trial,element,14,17,4225,8192,3,4,1,0.35355339059327379,0.5,1.4142135623730949,1.4142135623730949,0.044194173824159223,0.0625,1,0,1,3.9972805802369178e-15,1,8.6177793642883862e-15,4.3271166855677201e-15,4.3282102302440816e-15,8.5483607829999392e-16,0,34.695769652314468,48.51576278464254,81.741630062225099,85.503085347884721,85.503085347884721,85.503085347884721,3,3,0.75,0.41666666666666669,0,0,85.508932900989279,14,233030172535.76691,1.9831307843414478e-16,1.6233605321543837e-14,2.5414171951478384e-10,1,1,2291.9328639999999,84.338615000000004
1,2,3,argmax-patch,0,trial,patch1,14,17,4225,8192,3,4,1,0.35355339059327379,0.5,1.4142135623730949,1.4142135623730949,0.044194173824159223,0.0625,1,0,1,3.9972805802369178e-15,1,8.6177793642883862e-15,4.3271166855677201e-15,4.3282102302440816e-15,8.5483607829999392e-16,0,2.6643825754969188,3.3739610406171736,3.4428074679652512,3.8849055859478008,3.8849055859478008,5.4940861681863753,15,4,0.083333333333333329,0.83333333333333337,1,1,3.9097088207606139,14,327710171.7364974,1.5374972833891626e-16,1.1214424763631352e-15,0,5,2,2291.9328639999999,147.295997
