schema_version,case,method,kappa,run_id,reference_epoch,iteration,action,stop_reason,N_H,N_ref,N_amb,ell,kappa_H_max,mu_H,rho_amb,eta_H,Theta_loc,U_prac,reference_energy_error,reference_L2_error,marked_H,rebuilt_correctors,ambient_refined_elements,time_mesh,time_corrector,time_certificate,time_solve,time_estimator,time_total_cumulative,peak_memory_mb
2,R1,PALOD,8,R1_PALOD_k8_r0_f143dedc1084797a,0,0,InitializeReferenceEpoch,initialized fixed reference epoch and ambient shadow,25,81,81,2,2.8284271247461903,,0.5,0,0,0,,,0,0,0,0,0,0,0,0,0.002737981,13
2,R1,PALOD,8,R1_PALOD_k8_r0_f143dedc1084797a,0,1,AcceptCoarse,coarse resolution recorded for posterior convergence diagnostics; ambient-ratio gate accepted,25,81,289,2,2.8284271247461903,,0.25,0,0,0,,,0,0,384,0.0095231369999999992,0,0,0,0,0.012267828,13
2,R1,PALOD,8,R1_PALOD_k8_r0_f143dedc1084797a,0,2,AcceptLocalization,reference localization certificate accepted,25,81,289,2,2.8284271247461903,,0.25,0,0.10493689071890008,0,,,0,32,0,0,0.0035710479999999998,0.068235717000000001,0,0,0.084082362999999993,13
2,R1,PALOD,8,R1_PALOD_k8_r0_f143dedc1084797a,0,3,Complete,practical reference tolerance reached,25,81,289,2,2.8284271247461903,,0.25,4.0856502434269757,0.10493689071890008,4.5143856765371193e-06,0.37524487539265633,0.25335076038648019,0,0,0,0,0,0,1.8119999999999999e-05,0.0049415229999999997,0.08904944599999999,13
