iteration,action,ell,Theta_loc,rebuilt_correctors,time_corrector,time_certificate
2,AcceptLocalization,2,0.078629935379318575,128,0.064569640999999997,0.98482169200000003
5,AcceptLocalization,2,0.09752248896088378,160,0.076931528999999998,1.471033426
8,AcceptLocalization,2,0.11399019932899207,198,0.086873474000000006,2.2993762000000002
11,AcceptLocalization,2,0.12965059635041179,232,0.079620492000000001,3.0939796020000001
