schema_version,case,kappa,coarse_level,reference_level,ell,Theta_loc,direct_delta,theorem_lower,theorem_upper,bracket_holds
6,R1,16,3,5,1,4.3958197463342712,6.1647821562513316,0.068684683536472987,281.33246376539336,true
6,R1,16,3,5,2,0.86640859968698347,2.4928606278570742,0.013537634370109117,55.450150379966942,true
6,R1,16,3,5,3,8.1058293301278953e-08,0,1.2665358328324836e-09,5.187730771281853e-06,true
6,R1,16,3,5,4,9.7013023030168019e-08,0,1.5158284848463753e-09,6.2088334739307532e-06,true
