iteration,action,ell,Theta_loc,rebuilt_correctors,time_corrector,time_certificate
2,AcceptLocalization,2,0.08872683734165808,384,0.10490577099999999,7.7209471890000003
5,AcceptLocalization,2,0.10690223086820624,438,0.12530496799999999,10.205931039999999
8,AcceptLocalization,2,0.11650694167392968,510,0.13343745900000001,13.858316740999999
