iteration,action,ell,Theta_loc,rebuilt_correctors,time_corrector,time_certificate
2,AcceptLocalization,2,0.072385853960738156,384,0.69848128899999995,47.035966246000001
5,AcceptLocalization,2,0.066362061729309571,440,0.69990069600000004,50.744514326000001
8,AcceptLocalization,2,0.066128253981169172,516,0.70130543199999995,58.529768912999998
11,AcceptLocalization,2,0.095109650748956276,642,0.73220837299999997,76.046487482000003
14,AcceptLocalization,2,0.13127691886955722,820,0.77751734699999997,102.418358954
17,AcceptLocalization,2,0.16331920202300451,1061,0.85033143300000003,147.09444290499999
20,AcceptLocalization,2,0.17580101742011078,1369,0.97978812000000004,216.54205789599999
