iteration,action,ell,Theta_loc,rebuilt_correctors,time_corrector,time_certificate
2,AcceptLocalization,2,0.078629935379318575,128,0.044949232999999998,0.99993819399999995
5,AcceptLocalization,2,0.09752248896088378,160,0.051752419000000001,1.4534076970000001
8,AcceptLocalization,2,0.11399019932899207,198,0.060789017000000001,2.258568769
11,AcceptLocalization,2,0.12965059635041179,232,0.057912186999999997,3.077022221
