iteration,action,ell,Theta_loc,rebuilt_correctors,time_corrector,time_certificate
2,AcceptLocalization,2,0.08872683734165808,384,0.19962854599999999,7.9496228450000004
5,AcceptLocalization,2,0.10690223086820624,438,0.22665343199999999,10.422039621
8,AcceptLocalization,2,0.11650694167392968,510,0.220551263,14.388207148999999
11,AcceptLocalization,2,0.13862674289578031,632,0.232678572,22.868275325999999
14,AcceptLocalization,2,0.14165952876410107,787,0.24561809900000001,36.454946249999999
17,AcceptLocalization,2,0.14376761251769626,984,0.26331258899999999,59.282278613999999
