schema_version,case,kappa,coarse_level,reference_level,rho_star,ell,Theta_loc,direct_delta,upper_certificate,reference_energy_error,reference_relative_energy_error,eta_H,required_multiplier,max_constraint_residual,max_riesz_residual,max_energy_identity_error,allocation_relative_error,effectivity_count,effectivity_excluded,effectivity_min,effectivity_median,effectivity_p90,effectivity_max,ambient_kernel_dimension,local_kernel_columns,C_J,C_ret,c_W,C_sd,decomposition_relative_residual,one_sided_control_holds
1,R1,16,6,8,0.25,1,1.8334759610480535,0.40338420658578861,1.012541118931086,2.7789656781338725,0.33851253095625777,5.7838942006128242,0.48046620179176708,3.3145947555778384e-16,3.8064816328677734e-16,6.5605662435418114e-16,2.1239756002578831e-16,81,0,0.1168757299058488,0.27007789110964442,0.36516951532973518,0.40616366943221466,1008,24112,1.4376838680928457,1.4709874306034851,0.45402606646831606,0.2507368905469165,3.9369472391282021e-15,true
1,R1,16,6,8,0.25,2,0.18169031406509437,0.035538253875255221,0.10033887425349747,1.5679956245575835,0.19100133966165375,3.957534361201823,0.39620518268385041,1.9343866306428494e-16,4.1593346473610774e-16,2.7755575615628914e-16,1.1341769683676684e-16,81,0,0.19873265058476408,0.35034981301088686,0.42834911797794628,0.45606887359619785,1008,24112,1.4376838680928457,1.4709874306034851,0.45402606646831606,0.2507368905469165,3.9369472391282021e-15,true
1,R1,16,6,8,0.25,3,0.043698094224433097,0.0086929736469960918,0.024132368332700417,1.52706577573799,0.18601557577669578,3.8838334980773039,0.39318518069684644,1.7799423421900343e-16,4.5036796580697782e-16,2.2204460492503131e-16,1.177630394011401e-16,81,0,0.20074652531276851,0.35303760583133664,0.43076685860412955,0.4577469846494101,1008,24112,1.4376838680928457,1.4709874306034851,0.45402606646831606,0.2507368905469165,3.9369472391282021e-15,true
1,R1,16,6,8,0.25,4,0.0027056913815910067,0.0005434029808221891,0.0014942239970423866,1.5264528848166081,0.18594091805111479,3.8833078412275417,0.39308057646392652,2.3732877053197765e-16,4.0793328463562441e-16,2.7755575615628914e-16,5.889746155749479e-16,81,0,0.20102386904381483,0.35434897786884978,0.43027040641141789,0.45741959088279627,1008,24112,1.4376838680928457,1.4709874306034851,0.45402606646831606,0.2507368905469165,3.9369472391282021e-15,true
