study,p,H_level,h_level,ell,fine_dofs,H,h,exact_energy,exact_l2,fine_energy,fine_l2,lod_fine_energy,lod_fine_l2,delta,rate_energy,rate_l2,petrov_residual,corrector_residual,constraint_residual,corrector_threads,solver,schur_residual,schur_rcond,direct_fallbacks
ell,2,6,14,2,66049,0.176776695297,0.011048543456,0.27898082576,0.00831759010802,0.000585975585602,7.36021631228e-07,0.278980202255,0.00831758155909,nan,nan,nan,7.52113786023e-14,3.88356944346e-14,4.55625534707e-16,8,schur,5.0113718195e-16,0.00157485538399,0
ell,2,6,14,3,66049,0.176776695297,0.011048543456,0.278174700198,0.00829185712587,0.000585975585602,7.36021631228e-07,0.278174074921,0.00829184858825,0.0139299257668,nan,nan,6.77223962867e-14,9.12140705565e-14,7.83511715775e-16,8,schur,7.69696244718e-16,0.000649059776669,0
ell,2,6,14,4,66049,0.176776695297,0.011048543456,0.278137227886,0.00829210964385,0.000585975585602,7.36021631228e-07,0.278136602527,0.00829210110858,0.000841503409847,nan,nan,7.61157424066e-14,9.2885197442e-14,1.05887941182e-15,8,schur,1.09728553211e-15,0.000632671444594,0
ell,2,6,14,5,66049,0.176776695297,0.011048543456,0.278142076145,0.00829237671103,0.000585975585602,7.36021631228e-07,0.278141450796,0.00829236817571,6.71305501044e-05,nan,nan,5.94044787174e-14,8.57071489587e-14,1.07896969941e-15,8,schur,1.09728553211e-15,0.000632671444594,0
