study,p,H_level,h_level,ell,fine_dofs,H,h,exact_energy,exact_l2,fine_energy,fine_l2,lod_fine_energy,lod_fine_l2,delta,rate_energy,rate_l2,petrov_residual,corrector_residual,constraint_residual,corrector_threads,solver,schur_residual,schur_rcond,direct_fallbacks
H,2,4,16,4,263169,0.353553390593,0.00552427172802,0.841622087134,0.0552957319655,0.000146559350545,9.20950258934e-08,0.841622072952,0.0552957312872,nan,nan,nan,5.50646185405e-14,1.37879231989e-13,6.93729600907e-16,8,schur,5.57727916444e-16,0.0663603606133,0
H,2,6,16,4,263169,0.176776695297,0.00552427172802,0.278139309663,0.00829218208416,0.000146559350545,9.20950258934e-08,0.278139270543,0.00829218155155,nan,1.59736491014,2.73734442809,1.04257204516e-13,1.95999207317e-13,1.20950075384e-15,8,schur,1.17553561166e-15,0.000632728457274,0
H,2,8,16,4,263169,0.0883883476483,0.00552427172802,0.0775712075825,0.00101543138858,0.000146559350545,9.20950258934e-08,0.0775710689928,0.0010154310533,nan,1.84221449045,3.02965903442,3.04497024711e-13,1.0951071293e-13,7.59833603268e-16,8,schur,8.57827247509e-16,0.000513623932676,0
H,2,10,16,4,263169,0.0441941738242,0.00552427172802,0.0203086899954,0.000124927671613,0.000146559350545,9.20950258934e-08,0.0203081611281,0.000124927477667,nan,1.93342407872,3.0229277859,3.1681739228e-13,5.39147365947e-14,7.68319455962e-16,8,schur,9.02574872528e-16,0.000377512523746,0
