study,p,H_level,h_level,ell,fine_dofs,H,h,exact_energy,exact_l2,fine_energy,fine_l2,lod_fine_energy,lod_fine_l2,delta,rate_energy,rate_l2,petrov_residual,corrector_residual,constraint_residual,corrector_threads,solver,schur_residual,schur_rcond,direct_fallbacks
ell,2,8,14,2,66049,0.0883883476483,0.011048543456,0.0780022789623,0.00102967819447,0.000585975585602,7.36021631228e-07,0.078000075743,0.00102967275294,nan,nan,nan,1.95784336376e-13,1.92789349205e-14,5.91956563052e-16,8,schur,5.14018491114e-16,0.00117706193008,0
ell,2,8,14,3,66049,0.0883883476483,0.011048543456,0.0775943669344,0.00101594223629,0.000585975585602,7.36021631228e-07,0.0775921521458,0.00101593676623,0.0170862229721,nan,nan,1.58805648478e-13,3.20916656055e-14,5.94876034312e-16,8,schur,6.11781315628e-16,0.000722763485555,0
ell,2,8,14,4,66049,0.0883883476483,0.011048543456,0.0775638244019,0.00101536061679,0.000585975585602,7.36021631228e-07,0.0775616087433,0.00101535514846,0.00138915383253,nan,nan,1.79403302333e-13,5.09125422401e-14,7.52675059012e-16,8,schur,9.50279457965e-16,0.000513200277265,0
ell,2,8,14,5,66049,0.0883883476483,0.011048543456,0.0775648855447,0.00101544961969,0.000585975585602,7.36021631228e-07,0.0775626699163,0.00101544415172,0.000118970127726,nan,nan,2.04001656379e-13,8.57110539775e-14,1.57772727523e-15,8,schur,1.63580884768e-15,0.000334276551943,0
