target,status,first_iteration,reference_energy_error,U_prac,N_H,DoF_H,ell,rebuilt_correctors_cumulative,ambient_refined_elements_cumulative,time_total_cumulative
0.10000000000000001,reached,29,0.098955576467270476,,2824,2795,,0,0,197.94212458199996
0.050000000000000003,reached,37,0.043890359935209393,,10079,10026,,0,0,256.62712944399993
0.02,not_reached,,,,,,,,,
0.01,not_reached,,,,,,,,,
